dataset,metric,classifier,noise_type,intensity,accuracy
GunPoint,edr,1nn,jittering,0.0,0.945
GunPoint,edr,svm,jittering,0.0,0.8
GunPoint,edr,1nn,jittering,0.05,0.97
GunPoint,edr,svm,jittering,0.05,0.95
GunPoint,edr,1nn,jittering,0.1,0.985
GunPoint,edr,svm,jittering,0.1,0.98
GunPoint,edr,1nn,jittering,0.2,0.85
GunPoint,edr,svm,jittering,0.2,0.96
GunPoint,edr,1nn,jittering,0.4,0.655
GunPoint,edr,svm,jittering,0.4,0.82
GunPoint,edr,1nn,missing,0.0,0.945
GunPoint,edr,svm,missing,0.0,0.8
GunPoint,edr,1nn,missing,0.05,0.915
GunPoint,edr,svm,missing,0.05,0.83
GunPoint,edr,1nn,missing,0.1,0.94
GunPoint,edr,svm,missing,0.1,0.865
GunPoint,edr,1nn,missing,0.2,0.9
GunPoint,edr,svm,missing,0.2,0.89
GunPoint,edr,1nn,missing,0.4,0.87
GunPoint,edr,svm,missing,0.4,0.94
GunPoint,edr,1nn,outlier,0.0,0.945
GunPoint,edr,svm,outlier,0.0,0.8
GunPoint,edr,1nn,outlier,0.05,0.8
GunPoint,edr,svm,outlier,0.05,0.72
GunPoint,edr,1nn,outlier,0.1,0.73
GunPoint,edr,svm,outlier,0.1,0.65
GunPoint,edr,1nn,outlier,0.2,0.59
GunPoint,edr,svm,outlier,0.2,0.455
GunPoint,edr,1nn,outlier,0.4,0.5
GunPoint,edr,svm,outlier,0.4,0.37
GunPoint,erp,1nn,jittering,0.0,0.98
GunPoint,erp,svm,jittering,0.0,0.945
GunPoint,erp,1nn,jittering,0.05,0.975
GunPoint,erp,svm,jittering,0.05,0.96
GunPoint,erp,1nn,jittering,0.1,0.96
GunPoint,erp,svm,jittering,0.1,0.955
GunPoint,erp,1nn,jittering,0.2,0.835
GunPoint,erp,svm,jittering,0.2,0.92
GunPoint,erp,1nn,jittering,0.4,0.735
GunPoint,erp,svm,jittering,0.4,0.81
GunPoint,erp,1nn,missing,0.0,0.98
GunPoint,erp,svm,missing,0.0,0.945
GunPoint,erp,1nn,missing,0.05,0.985
GunPoint,erp,svm,missing,0.05,0.93
GunPoint,erp,1nn,missing,0.1,0.96
GunPoint,erp,svm,missing,0.1,0.925
GunPoint,erp,1nn,missing,0.2,0.94
GunPoint,erp,svm,missing,0.2,0.95
GunPoint,erp,1nn,missing,0.4,0.89
GunPoint,erp,svm,missing,0.4,0.91
GunPoint,erp,1nn,outlier,0.0,0.98
GunPoint,erp,svm,outlier,0.0,0.945
GunPoint,erp,1nn,outlier,0.05,0.885
GunPoint,erp,svm,outlier,0.05,0.94
GunPoint,erp,1nn,outlier,0.1,0.755
GunPoint,erp,svm,outlier,0.1,0.895
GunPoint,erp,1nn,outlier,0.2,0.705
GunPoint,erp,svm,outlier,0.2,0.815
GunPoint,erp,1nn,outlier,0.4,0.72
GunPoint,erp,svm,outlier,0.4,0.785
GunPoint,msm,1nn,jittering,0.0,0.965
GunPoint,msm,svm,jittering,0.0,0.955
GunPoint,msm,1nn,jittering,0.05,0.97
GunPoint,msm,svm,jittering,0.05,0.955
GunPoint,msm,1nn,jittering,0.1,0.945
GunPoint,msm,svm,jittering,0.1,0.935
GunPoint,msm,1nn,jittering,0.2,0.85
GunPoint,msm,svm,jittering,0.2,0.92
GunPoint,msm,1nn,jittering,0.4,0.71
GunPoint,msm,svm,jittering,0.4,0.79
GunPoint,msm,1nn,missing,0.0,0.965
GunPoint,msm,svm,missing,0.0,0.955
GunPoint,msm,1nn,missing,0.05,0.94
GunPoint,msm,svm,missing,0.05,0.965
GunPoint,msm,1nn,missing,0.1,0.93
GunPoint,msm,svm,missing,0.1,0.965
GunPoint,msm,1nn,missing,0.2,0.93
GunPoint,msm,svm,missing,0.2,0.945
GunPoint,msm,1nn,missing,0.4,0.9
GunPoint,msm,svm,missing,0.4,0.94
GunPoint,msm,1nn,outlier,0.0,0.965
GunPoint,msm,svm,outlier,0.0,0.955
GunPoint,msm,1nn,outlier,0.05,0.855
GunPoint,msm,svm,outlier,0.05,0.94
GunPoint,msm,1nn,outlier,0.1,0.785
GunPoint,msm,svm,outlier,0.1,0.905
GunPoint,msm,1nn,outlier,0.2,0.71
GunPoint,msm,svm,outlier,0.2,0.865
GunPoint,msm,1nn,outlier,0.4,0.75
GunPoint,msm,svm,outlier,0.4,0.795
GunPoint,twe,1nn,jittering,0.0,0.995
GunPoint,twe,svm,jittering,0.0,0.98
GunPoint,twe,1nn,jittering,0.05,0.985
GunPoint,twe,svm,jittering,0.05,0.975
GunPoint,twe,1nn,jittering,0.1,0.97
GunPoint,twe,svm,jittering,0.1,0.975
GunPoint,twe,1nn,jittering,0.2,0.825
GunPoint,twe,svm,jittering,0.2,0.955
GunPoint,twe,1nn,jittering,0.4,0.695
GunPoint,twe,svm,jittering,0.4,0.83
GunPoint,twe,1nn,missing,0.0,0.995
GunPoint,twe,svm,missing,0.0,0.98
GunPoint,twe,1nn,missing,0.05,0.97
GunPoint,twe,svm,missing,0.05,0.985
GunPoint,twe,1nn,missing,0.1,0.965
GunPoint,twe,svm,missing,0.1,0.98
GunPoint,twe,1nn,missing,0.2,0.95
GunPoint,twe,svm,missing,0.2,0.97
GunPoint,twe,1nn,missing,0.4,0.89
GunPoint,twe,svm,missing,0.4,0.95
GunPoint,twe,1nn,outlier,0.0,0.995
GunPoint,twe,svm,outlier,0.0,0.98
GunPoint,twe,1nn,outlier,0.05,0.87
GunPoint,twe,svm,outlier,0.05,0.94
GunPoint,twe,1nn,outlier,0.1,0.76
GunPoint,twe,svm,outlier,0.1,0.905
GunPoint,twe,1nn,outlier,0.2,0.745
GunPoint,twe,svm,outlier,0.2,0.85
GunPoint,twe,1nn,outlier,0.4,0.725
GunPoint,twe,svm,outlier,0.4,0.81
GunPoint,adtw,1nn,jittering,0.0,0.94
GunPoint,adtw,svm,jittering,0.0,0.77
GunPoint,adtw,1nn,jittering,0.05,0.955
GunPoint,adtw,svm,jittering,0.05,0.78
GunPoint,adtw,1nn,jittering,0.1,0.92
GunPoint,adtw,svm,jittering,0.1,0.79
GunPoint,adtw,1nn,jittering,0.2,0.835
GunPoint,adtw,svm,jittering,0.2,0.85
GunPoint,adtw,1nn,jittering,0.4,0.73
GunPoint,adtw,svm,jittering,0.4,0.83
GunPoint,adtw,1nn,missing,0.0,0.94
GunPoint,adtw,svm,missing,0.0,0.77
GunPoint,adtw,1nn,missing,0.05,0.865
GunPoint,adtw,svm,missing,0.05,0.85
GunPoint,adtw,1nn,missing,0.1,0.845
GunPoint,adtw,svm,missing,0.1,0.84
GunPoint,adtw,1nn,missing,0.2,0.73
GunPoint,adtw,svm,missing,0.2,0.84
GunPoint,adtw,1nn,missing,0.4,0.79
GunPoint,adtw,svm,missing,0.4,0.765
GunPoint,adtw,1nn,outlier,0.0,0.94
GunPoint,adtw,svm,outlier,0.0,0.77
GunPoint,adtw,1nn,outlier,0.05,0.635
GunPoint,adtw,svm,outlier,0.05,0.66
GunPoint,adtw,1nn,outlier,0.1,0.545
GunPoint,adtw,svm,outlier,0.1,0.63
GunPoint,adtw,1nn,outlier,0.2,0.515
GunPoint,adtw,svm,outlier,0.2,0.565
GunPoint,adtw,1nn,outlier,0.4,0.47
GunPoint,adtw,svm,outlier,0.4,0.495
GunPoint,dtw,1nn,jittering,0.0,0.905
GunPoint,dtw,svm,jittering,0.0,0.635
GunPoint,dtw,1nn,jittering,0.05,0.95
GunPoint,dtw,svm,jittering,0.05,0.63
GunPoint,dtw,1nn,jittering,0.1,0.93
GunPoint,dtw,svm,jittering,0.1,0.59
GunPoint,dtw,1nn,jittering,0.2,0.82
GunPoint,dtw,svm,jittering,0.2,0.755
GunPoint,dtw,1nn,jittering,0.4,0.69
GunPoint,dtw,svm,jittering,0.4,0.775
GunPoint,dtw,1nn,missing,0.0,0.905
GunPoint,dtw,svm,missing,0.0,0.635
GunPoint,dtw,1nn,missing,0.05,0.765
GunPoint,dtw,svm,missing,0.05,0.725
GunPoint,dtw,1nn,missing,0.1,0.78
GunPoint,dtw,svm,missing,0.1,0.765
GunPoint,dtw,1nn,missing,0.2,0.84
GunPoint,dtw,svm,missing,0.2,0.745
GunPoint,dtw,1nn,missing,0.4,0.86
GunPoint,dtw,svm,missing,0.4,0.735
GunPoint,dtw,1nn,outlier,0.0,0.905
GunPoint,dtw,svm,outlier,0.0,0.635
GunPoint,dtw,1nn,outlier,0.05,0.555
GunPoint,dtw,svm,outlier,0.05,0.545
GunPoint,dtw,1nn,outlier,0.1,0.54
GunPoint,dtw,svm,outlier,0.1,0.575
GunPoint,dtw,1nn,outlier,0.2,0.545
GunPoint,dtw,svm,outlier,0.2,0.555
GunPoint,dtw,1nn,outlier,0.4,0.47
GunPoint,dtw,svm,outlier,0.4,0.485
GunPoint,wdtw,1nn,jittering,0.0,0.94
GunPoint,wdtw,svm,jittering,0.0,0.57
GunPoint,wdtw,1nn,jittering,0.05,0.975
GunPoint,wdtw,svm,jittering,0.05,0.565
GunPoint,wdtw,1nn,jittering,0.1,0.95
GunPoint,wdtw,svm,jittering,0.1,0.575
GunPoint,wdtw,1nn,jittering,0.2,0.815
GunPoint,wdtw,svm,jittering,0.2,0.67
GunPoint,wdtw,1nn,jittering,0.4,0.74
GunPoint,wdtw,svm,jittering,0.4,0.705
GunPoint,wdtw,1nn,missing,0.0,0.94
GunPoint,wdtw,svm,missing,0.0,0.57
GunPoint,wdtw,1nn,missing,0.05,0.845
GunPoint,wdtw,svm,missing,0.05,0.77
GunPoint,wdtw,1nn,missing,0.1,0.865
GunPoint,wdtw,svm,missing,0.1,0.74
GunPoint,wdtw,1nn,missing,0.2,0.835
GunPoint,wdtw,svm,missing,0.2,0.715
GunPoint,wdtw,1nn,missing,0.4,0.86
GunPoint,wdtw,svm,missing,0.4,0.685
GunPoint,wdtw,1nn,outlier,0.0,0.94
GunPoint,wdtw,svm,outlier,0.0,0.57
GunPoint,wdtw,1nn,outlier,0.05,0.63
GunPoint,wdtw,svm,outlier,0.05,0.565
GunPoint,wdtw,1nn,outlier,0.1,0.535
GunPoint,wdtw,svm,outlier,0.1,0.665
GunPoint,wdtw,1nn,outlier,0.2,0.58
GunPoint,wdtw,svm,outlier,0.2,0.575
GunPoint,wdtw,1nn,outlier,0.4,0.52
GunPoint,wdtw,svm,outlier,0.4,0.535
GunPoint,ddtw,1nn,jittering,0.0,0.995
GunPoint,ddtw,svm,jittering,0.0,0.99
GunPoint,ddtw,1nn,jittering,0.05,0.76
GunPoint,ddtw,svm,jittering,0.05,0.93
GunPoint,ddtw,1nn,jittering,0.1,0.555
GunPoint,ddtw,svm,jittering,0.1,0.825
GunPoint,ddtw,1nn,jittering,0.2,0.51
GunPoint,ddtw,svm,jittering,0.2,0.695
GunPoint,ddtw,1nn,jittering,0.4,0.48
GunPoint,ddtw,svm,jittering,0.4,0.53
GunPoint,ddtw,1nn,missing,0.0,0.995
GunPoint,ddtw,svm,missing,0.0,0.99
GunPoint,ddtw,1nn,missing,0.05,0.61
GunPoint,ddtw,svm,missing,0.05,0.565
GunPoint,ddtw,1nn,missing,0.1,0.625
GunPoint,ddtw,svm,missing,0.1,0.625
GunPoint,ddtw,1nn,missing,0.2,0.62
GunPoint,ddtw,svm,missing,0.2,0.755
GunPoint,ddtw,1nn,missing,0.4,0.665
GunPoint,ddtw,svm,missing,0.4,0.735
GunPoint,ddtw,1nn,outlier,0.0,0.995
GunPoint,ddtw,svm,outlier,0.0,0.99
GunPoint,ddtw,1nn,outlier,0.05,0.515
GunPoint,ddtw,svm,outlier,0.05,0.485
GunPoint,ddtw,1nn,outlier,0.1,0.425
GunPoint,ddtw,svm,outlier,0.1,0.465
GunPoint,ddtw,1nn,outlier,0.2,0.47
GunPoint,ddtw,svm,outlier,0.2,0.485
GunPoint,ddtw,1nn,outlier,0.4,0.505
GunPoint,ddtw,svm,outlier,0.4,0.495
GunPoint,wddtw,1nn,jittering,0.0,1.0
GunPoint,wddtw,svm,jittering,0.0,0.945
GunPoint,wddtw,1nn,jittering,0.05,0.835
GunPoint,wddtw,svm,jittering,0.05,0.77
GunPoint,wddtw,1nn,jittering,0.1,0.55
GunPoint,wddtw,svm,jittering,0.1,0.785
GunPoint,wddtw,1nn,jittering,0.2,0.5
GunPoint,wddtw,svm,jittering,0.2,0.67
GunPoint,wddtw,1nn,jittering,0.4,0.48
GunPoint,wddtw,svm,jittering,0.4,0.535
GunPoint,wddtw,1nn,missing,0.0,1.0
GunPoint,wddtw,svm,missing,0.0,0.945
GunPoint,wddtw,1nn,missing,0.05,0.65
GunPoint,wddtw,svm,missing,0.05,0.605
GunPoint,wddtw,1nn,missing,0.1,0.64
GunPoint,wddtw,svm,missing,0.1,0.635
GunPoint,wddtw,1nn,missing,0.2,0.675
GunPoint,wddtw,svm,missing,0.2,0.735
GunPoint,wddtw,1nn,missing,0.4,0.68
GunPoint,wddtw,svm,missing,0.4,0.725
GunPoint,wddtw,1nn,outlier,0.0,1.0
GunPoint,wddtw,svm,outlier,0.0,0.945
GunPoint,wddtw,1nn,outlier,0.05,0.555
GunPoint,wddtw,svm,outlier,0.05,0.425
GunPoint,wddtw,1nn,outlier,0.1,0.475
GunPoint,wddtw,svm,outlier,0.1,0.5
GunPoint,wddtw,1nn,outlier,0.2,0.445
GunPoint,wddtw,svm,outlier,0.2,0.41
GunPoint,wddtw,1nn,outlier,0.4,0.495
GunPoint,wddtw,svm,outlier,0.4,0.505
GunPoint,shape_dtw,1nn,jittering,0.0,1.0
GunPoint,shape_dtw,svm,jittering,0.0,0.72
GunPoint,shape_dtw,1nn,jittering,0.05,0.995
GunPoint,shape_dtw,svm,jittering,0.05,0.75
GunPoint,shape_dtw,1nn,jittering,0.1,0.985
GunPoint,shape_dtw,svm,jittering,0.1,0.755
GunPoint,shape_dtw,1nn,jittering,0.2,0.85
GunPoint,shape_dtw,svm,jittering,0.2,0.75
GunPoint,shape_dtw,1nn,jittering,0.4,0.695
GunPoint,shape_dtw,svm,jittering,0.4,0.795
GunPoint,shape_dtw,1nn,missing,0.0,1.0
GunPoint,shape_dtw,svm,missing,0.0,0.72
GunPoint,shape_dtw,1nn,missing,0.05,0.845
GunPoint,shape_dtw,svm,missing,0.05,0.795
GunPoint,shape_dtw,1nn,missing,0.1,0.83
GunPoint,shape_dtw,svm,missing,0.1,0.86
GunPoint,shape_dtw,1nn,missing,0.2,0.735
GunPoint,shape_dtw,svm,missing,0.2,0.755
GunPoint,shape_dtw,1nn,missing,0.4,0.735
GunPoint,shape_dtw,svm,missing,0.4,0.7
GunPoint,shape_dtw,1nn,outlier,0.0,1.0
GunPoint,shape_dtw,svm,outlier,0.0,0.72
GunPoint,shape_dtw,1nn,outlier,0.05,0.6
GunPoint,shape_dtw,svm,outlier,0.05,0.565
GunPoint,shape_dtw,1nn,outlier,0.1,0.535
GunPoint,shape_dtw,svm,outlier,0.1,0.545
GunPoint,shape_dtw,1nn,outlier,0.2,0.56
GunPoint,shape_dtw,svm,outlier,0.2,0.585
GunPoint,shape_dtw,1nn,outlier,0.4,0.46
GunPoint,shape_dtw,svm,outlier,0.4,0.505
GunPoint,euclidean,1nn,jittering,0.0,0.935
GunPoint,euclidean,svm,jittering,0.0,0.835
GunPoint,euclidean,1nn,jittering,0.05,0.955
GunPoint,euclidean,svm,jittering,0.05,0.835
GunPoint,euclidean,1nn,jittering,0.1,0.915
GunPoint,euclidean,svm,jittering,0.1,0.83
GunPoint,euclidean,1nn,jittering,0.2,0.825
GunPoint,euclidean,svm,jittering,0.2,0.81
GunPoint,euclidean,1nn,jittering,0.4,0.68
GunPoint,euclidean,svm,jittering,0.4,0.76
GunPoint,euclidean,1nn,missing,0.0,0.935
GunPoint,euclidean,svm,missing,0.0,0.835
GunPoint,euclidean,1nn,missing,0.05,0.81
GunPoint,euclidean,svm,missing,0.05,0.81
GunPoint,euclidean,1nn,missing,0.1,0.8
GunPoint,euclidean,svm,missing,0.1,0.785
GunPoint,euclidean,1nn,missing,0.2,0.775
GunPoint,euclidean,svm,missing,0.2,0.765
GunPoint,euclidean,1nn,missing,0.4,0.71
GunPoint,euclidean,svm,missing,0.4,0.74
GunPoint,euclidean,1nn,outlier,0.0,0.935
GunPoint,euclidean,svm,outlier,0.0,0.835
GunPoint,euclidean,1nn,outlier,0.05,0.58
GunPoint,euclidean,svm,outlier,0.05,0.69
GunPoint,euclidean,1nn,outlier,0.1,0.55
GunPoint,euclidean,svm,outlier,0.1,0.62
GunPoint,euclidean,1nn,outlier,0.2,0.565
GunPoint,euclidean,svm,outlier,0.2,0.59
GunPoint,euclidean,1nn,outlier,0.4,0.555
GunPoint,euclidean,svm,outlier,0.4,0.52
GunPoint,manhattan,1nn,jittering,0.0,0.94
GunPoint,manhattan,svm,jittering,0.0,0.925
GunPoint,manhattan,1nn,jittering,0.05,0.955
GunPoint,manhattan,svm,jittering,0.05,0.92
GunPoint,manhattan,1nn,jittering,0.1,0.925
GunPoint,manhattan,svm,jittering,0.1,0.915
GunPoint,manhattan,1nn,jittering,0.2,0.815
GunPoint,manhattan,svm,jittering,0.2,0.845
GunPoint,manhattan,1nn,jittering,0.4,0.685
GunPoint,manhattan,svm,jittering,0.4,0.77
GunPoint,manhattan,1nn,missing,0.0,0.94
GunPoint,manhattan,svm,missing,0.0,0.925
GunPoint,manhattan,1nn,missing,0.05,0.94
GunPoint,manhattan,svm,missing,0.05,0.925
GunPoint,manhattan,1nn,missing,0.1,0.905
GunPoint,manhattan,svm,missing,0.1,0.91
GunPoint,manhattan,1nn,missing,0.2,0.88
GunPoint,manhattan,svm,missing,0.2,0.905
GunPoint,manhattan,1nn,missing,0.4,0.77
GunPoint,manhattan,svm,missing,0.4,0.85
GunPoint,manhattan,1nn,outlier,0.0,0.94
GunPoint,manhattan,svm,outlier,0.0,0.925
GunPoint,manhattan,1nn,outlier,0.05,0.83
GunPoint,manhattan,svm,outlier,0.05,0.92
GunPoint,manhattan,1nn,outlier,0.1,0.67
GunPoint,manhattan,svm,outlier,0.1,0.88
GunPoint,manhattan,1nn,outlier,0.2,0.605
GunPoint,manhattan,svm,outlier,0.2,0.82
GunPoint,manhattan,1nn,outlier,0.4,0.49
GunPoint,manhattan,svm,outlier,0.4,0.69
GunPoint,minkowski,1nn,jittering,0.0,0.935
GunPoint,minkowski,svm,jittering,0.0,0.835
GunPoint,minkowski,1nn,jittering,0.05,0.955
GunPoint,minkowski,svm,jittering,0.05,0.835
GunPoint,minkowski,1nn,jittering,0.1,0.915
GunPoint,minkowski,svm,jittering,0.1,0.83
GunPoint,minkowski,1nn,jittering,0.2,0.825
GunPoint,minkowski,svm,jittering,0.2,0.81
GunPoint,minkowski,1nn,jittering,0.4,0.68
GunPoint,minkowski,svm,jittering,0.4,0.76
GunPoint,minkowski,1nn,missing,0.0,0.935
GunPoint,minkowski,svm,missing,0.0,0.835
GunPoint,minkowski,1nn,missing,0.05,0.805
GunPoint,minkowski,svm,missing,0.05,0.805
GunPoint,minkowski,1nn,missing,0.1,0.805
GunPoint,minkowski,svm,missing,0.1,0.81
GunPoint,minkowski,1nn,missing,0.2,0.74
GunPoint,minkowski,svm,missing,0.2,0.75
GunPoint,minkowski,1nn,missing,0.4,0.725
GunPoint,minkowski,svm,missing,0.4,0.755
GunPoint,minkowski,1nn,outlier,0.0,0.935
GunPoint,minkowski,svm,outlier,0.0,0.835
GunPoint,minkowski,1nn,outlier,0.05,0.58
GunPoint,minkowski,svm,outlier,0.05,0.69
GunPoint,minkowski,1nn,outlier,0.1,0.55
GunPoint,minkowski,svm,outlier,0.1,0.62
GunPoint,minkowski,1nn,outlier,0.2,0.565
GunPoint,minkowski,svm,outlier,0.2,0.59
GunPoint,minkowski,1nn,outlier,0.4,0.555
GunPoint,minkowski,svm,outlier,0.4,0.52
GunPoint,sbd,1nn,jittering,0.0,0.95
GunPoint,sbd,svm,jittering,0.0,0.67
GunPoint,sbd,1nn,jittering,0.05,0.965
GunPoint,sbd,svm,jittering,0.05,0.69
GunPoint,sbd,1nn,jittering,0.1,0.925
GunPoint,sbd,svm,jittering,0.1,0.715
GunPoint,sbd,1nn,jittering,0.2,0.845
GunPoint,sbd,svm,jittering,0.2,0.805
GunPoint,sbd,1nn,jittering,0.4,0.74
GunPoint,sbd,svm,jittering,0.4,0.815
GunPoint,sbd,1nn,missing,0.0,0.95
GunPoint,sbd,svm,missing,0.0,0.67
GunPoint,sbd,1nn,missing,0.05,0.81
GunPoint,sbd,svm,missing,0.05,0.805
GunPoint,sbd,1nn,missing,0.1,0.875
GunPoint,sbd,svm,missing,0.1,0.815
GunPoint,sbd,1nn,missing,0.2,0.775
GunPoint,sbd,svm,missing,0.2,0.78
GunPoint,sbd,1nn,missing,0.4,0.67
GunPoint,sbd,svm,missing,0.4,0.745
GunPoint,sbd,1nn,outlier,0.0,0.95
GunPoint,sbd,svm,outlier,0.0,0.67
GunPoint,sbd,1nn,outlier,0.05,0.685
GunPoint,sbd,svm,outlier,0.05,0.765
GunPoint,sbd,1nn,outlier,0.1,0.635
GunPoint,sbd,svm,outlier,0.1,0.635
GunPoint,sbd,1nn,outlier,0.2,0.585
GunPoint,sbd,svm,outlier,0.2,0.575
GunPoint,sbd,1nn,outlier,0.4,0.5
GunPoint,sbd,svm,outlier,0.4,0.595
ToeSegmentation2,lcss,1nn,jittering,0.0,0.909626
ToeSegmentation2,lcss,svm,jittering,0.0,0.909982
ToeSegmentation2,lcss,1nn,jittering,0.05,0.909804
ToeSegmentation2,lcss,svm,jittering,0.05,0.897861
ToeSegmentation2,lcss,1nn,jittering,0.1,0.909804
ToeSegmentation2,lcss,svm,jittering,0.1,0.879679
ToeSegmentation2,lcss,1nn,jittering,0.2,0.909804
ToeSegmentation2,lcss,svm,jittering,0.2,0.88574
ToeSegmentation2,lcss,1nn,jittering,0.4,0.885561
ToeSegmentation2,lcss,svm,jittering,0.4,0.891622
ToeSegmentation2,lcss,1nn,missing,0.0,0.909626
ToeSegmentation2,lcss,svm,missing,0.0,0.909982
ToeSegmentation2,lcss,1nn,missing,0.05,0.903565
ToeSegmentation2,lcss,svm,missing,0.05,0.8918
ToeSegmentation2,lcss,1nn,missing,0.1,0.885561
ToeSegmentation2,lcss,svm,missing,0.1,0.897861
ToeSegmentation2,lcss,1nn,missing,0.2,0.88574
ToeSegmentation2,lcss,svm,missing,0.2,0.885918
ToeSegmentation2,lcss,1nn,missing,0.4,0.843137
ToeSegmentation2,lcss,svm,missing,0.4,0.861676
ToeSegmentation2,lcss,1nn,outlier,0.0,0.909626
ToeSegmentation2,lcss,svm,outlier,0.0,0.909982
ToeSegmentation2,lcss,1nn,outlier,0.05,0.885561
ToeSegmentation2,lcss,svm,outlier,0.05,0.897861
ToeSegmentation2,lcss,1nn,outlier,0.1,0.897683
ToeSegmentation2,lcss,svm,outlier,0.1,0.909804
ToeSegmentation2,lcss,1nn,outlier,0.2,0.903565
ToeSegmentation2,lcss,svm,outlier,0.2,0.933868
ToeSegmentation2,lcss,1nn,outlier,0.4,0.87344
ToeSegmentation2,lcss,svm,outlier,0.4,0.903565
ToeSegmentation2,edr,1nn,jittering,0.0,0.909626
ToeSegmentation2,edr,svm,jittering,0.0,0.95205
ToeSegmentation2,edr,1nn,jittering,0.05,0.915686
ToeSegmentation2,edr,svm,jittering,0.05,0.95205
ToeSegmentation2,edr,1nn,jittering,0.1,0.945989
ToeSegmentation2,edr,svm,jittering,0.1,0.95205
ToeSegmentation2,edr,1nn,jittering,0.2,0.915865
ToeSegmentation2,edr,svm,jittering,0.2,0.95205
ToeSegmentation2,edr,1nn,jittering,0.4,0.8918
ToeSegmentation2,edr,svm,jittering,0.4,0.879679
ToeSegmentation2,edr,1nn,missing,0.0,0.909626
ToeSegmentation2,edr,svm,missing,0.0,0.95205
ToeSegmentation2,edr,1nn,missing,0.05,0.903565
ToeSegmentation2,edr,svm,missing,0.05,0.945989
ToeSegmentation2,edr,1nn,missing,0.1,0.915686
ToeSegmentation2,edr,svm,missing,0.1,0.957932
ToeSegmentation2,edr,1nn,missing,0.2,0.933868
ToeSegmentation2,edr,svm,missing,0.2,0.93975
ToeSegmentation2,edr,1nn,missing,0.4,0.897861
ToeSegmentation2,edr,svm,missing,0.4,0.879857
ToeSegmentation2,edr,1nn,outlier,0.0,0.909626
ToeSegmentation2,edr,svm,outlier,0.0,0.95205
ToeSegmentation2,edr,1nn,outlier,0.05,0.933868
ToeSegmentation2,edr,svm,outlier,0.05,0.945811
ToeSegmentation2,edr,1nn,outlier,0.1,0.921747
ToeSegmentation2,edr,svm,outlier,0.1,0.93369
ToeSegmentation2,edr,1nn,outlier,0.2,0.909626
ToeSegmentation2,edr,svm,outlier,0.2,0.945811
ToeSegmentation2,edr,1nn,outlier,0.4,0.87344
ToeSegmentation2,edr,svm,outlier,0.4,0.921747
ToeSegmentation2,erp,1nn,jittering,0.0,0.921747
ToeSegmentation2,erp,svm,jittering,0.0,0.933868
ToeSegmentation2,erp,1nn,jittering,0.05,0.921747
ToeSegmentation2,erp,svm,jittering,0.05,0.933868
ToeSegmentation2,erp,1nn,jittering,0.1,0.915686
ToeSegmentation2,erp,svm,jittering,0.1,0.939929
ToeSegmentation2,erp,1nn,jittering,0.2,0.909626
ToeSegmentation2,erp,svm,jittering,0.2,0.921925
ToeSegmentation2,erp,1nn,jittering,0.4,0.897504
ToeSegmentation2,erp,svm,jittering,0.4,0.909804
ToeSegmentation2,erp,1nn,missing,0.0,0.921747
ToeSegmentation2,erp,svm,missing,0.0,0.933868
ToeSegmentation2,erp,1nn,missing,0.05,0.915686
ToeSegmentation2,erp,svm,missing,0.05,0.939929
ToeSegmentation2,erp,1nn,missing,0.1,0.909626
ToeSegmentation2,erp,svm,missing,0.1,0.927807
ToeSegmentation2,erp,1nn,missing,0.2,0.909804
ToeSegmentation2,erp,svm,missing,0.2,0.921925
ToeSegmentation2,erp,1nn,missing,0.4,0.8918
ToeSegmentation2,erp,svm,missing,0.4,0.933868
ToeSegmentation2,erp,1nn,outlier,0.0,0.921747
ToeSegmentation2,erp,svm,outlier,0.0,0.933868
ToeSegmentation2,erp,1nn,outlier,0.05,0.915686
ToeSegmentation2,erp,svm,outlier,0.05,0.922103
ToeSegmentation2,erp,1nn,outlier,0.1,0.88574
ToeSegmentation2,erp,svm,outlier,0.1,0.897683
ToeSegmentation2,erp,1nn,outlier,0.2,0.891266
ToeSegmentation2,erp,svm,outlier,0.2,0.879501
ToeSegmentation2,erp,1nn,outlier,0.4,0.879144
ToeSegmentation2,erp,svm,outlier,0.4,0.795009
ToeSegmentation2,msm,1nn,jittering,0.0,0.909804
ToeSegmentation2,msm,svm,jittering,0.0,0.933868
ToeSegmentation2,msm,1nn,jittering,0.05,0.921925
ToeSegmentation2,msm,svm,jittering,0.05,0.927807
ToeSegmentation2,msm,1nn,jittering,0.1,0.921925
ToeSegmentation2,msm,svm,jittering,0.1,0.933868
ToeSegmentation2,msm,1nn,jittering,0.2,0.909804
ToeSegmentation2,msm,svm,jittering,0.2,0.927807
ToeSegmentation2,msm,1nn,jittering,0.4,0.903743
ToeSegmentation2,msm,svm,jittering,0.4,0.933868
ToeSegmentation2,msm,1nn,missing,0.0,0.909804
ToeSegmentation2,msm,svm,missing,0.0,0.933868
ToeSegmentation2,msm,1nn,missing,0.05,0.903743
ToeSegmentation2,msm,svm,missing,0.05,0.939929
ToeSegmentation2,msm,1nn,missing,0.1,0.909804
ToeSegmentation2,msm,svm,missing,0.1,0.939929
ToeSegmentation2,msm,1nn,missing,0.2,0.891622
ToeSegmentation2,msm,svm,missing,0.2,0.933868
ToeSegmentation2,msm,1nn,missing,0.4,0.879679
ToeSegmentation2,msm,svm,missing,0.4,0.897683
