dataset,metric,classifier,noise_type,intensity,accuracy
Coffee,manhattan,1nn,outlier,0.05,0.609091
Coffee,manhattan,svm,outlier,0.05,0.933333
Coffee,manhattan,1nn,outlier,0.1,0.571212
Coffee,manhattan,svm,outlier,0.1,0.7
Coffee,manhattan,1nn,outlier,0.2,0.554545
Coffee,manhattan,svm,outlier,0.2,0.518182
Coffee,manhattan,1nn,outlier,0.4,0.554545
Coffee,manhattan,svm,outlier,0.4,0.518182
Coffee,minkowski,1nn,jittering,0.0,1.0
Coffee,minkowski,svm,jittering,0.0,1.0
Coffee,minkowski,1nn,jittering,0.05,1.0
Coffee,minkowski,svm,jittering,0.05,1.0
Coffee,minkowski,1nn,jittering,0.1,0.807576
Coffee,minkowski,svm,jittering,0.1,1.0
Coffee,minkowski,1nn,jittering,0.2,0.589394
Coffee,minkowski,svm,jittering,0.2,0.94697
Coffee,minkowski,1nn,jittering,0.4,0.554545
Coffee,minkowski,svm,jittering,0.4,0.572727
Coffee,minkowski,1nn,missing,0.0,1.0
Coffee,minkowski,svm,missing,0.0,1.0
Coffee,minkowski,1nn,missing,0.05,0.765152
Coffee,minkowski,svm,missing,0.05,0.948485
Coffee,minkowski,1nn,missing,0.1,0.575758
Coffee,minkowski,svm,missing,0.1,0.859091
Coffee,minkowski,1nn,missing,0.2,0.639394
Coffee,minkowski,svm,missing,0.2,0.55303
Coffee,minkowski,1nn,missing,0.4,0.589394
Coffee,minkowski,svm,missing,0.4,0.536364
Coffee,minkowski,1nn,outlier,0.0,1.0
Coffee,minkowski,svm,outlier,0.0,1.0
Coffee,minkowski,1nn,outlier,0.05,0.5
Coffee,minkowski,svm,outlier,0.05,0.554545
Coffee,minkowski,1nn,outlier,0.1,0.440909
Coffee,minkowski,svm,outlier,0.1,0.518182
Coffee,minkowski,1nn,outlier,0.2,0.443939
Coffee,minkowski,svm,outlier,0.2,0.518182
Coffee,minkowski,1nn,outlier,0.4,0.542424
Coffee,minkowski,svm,outlier,0.4,0.518182
Coffee,sbd,1nn,jittering,0.0,1.0
Coffee,sbd,svm,jittering,0.0,0.983333
Coffee,sbd,1nn,jittering,0.05,1.0
Coffee,sbd,svm,jittering,0.05,0.983333
Coffee,sbd,1nn,jittering,0.1,0.807576
Coffee,sbd,svm,jittering,0.1,1.0
Coffee,sbd,1nn,jittering,0.2,0.589394
Coffee,sbd,svm,jittering,0.2,0.94697
Coffee,sbd,1nn,jittering,0.4,0.554545
Coffee,sbd,svm,jittering,0.4,0.751515
Coffee,sbd,1nn,missing,0.0,1.0
Coffee,sbd,svm,missing,0.0,0.983333
Coffee,sbd,1nn,missing,0.05,0.819697
Coffee,sbd,svm,missing,0.05,0.963636
Coffee,sbd,1nn,missing,0.1,0.659091
Coffee,sbd,svm,missing,0.1,0.892424
Coffee,sbd,1nn,missing,0.2,0.572727
Coffee,sbd,svm,missing,0.2,0.718182
Coffee,sbd,1nn,missing,0.4,0.606061
Coffee,sbd,svm,missing,0.4,0.5
Coffee,sbd,1nn,outlier,0.0,1.0
Coffee,sbd,svm,outlier,0.0,0.983333
Coffee,sbd,1nn,outlier,0.05,0.445455
Coffee,sbd,svm,outlier,0.05,0.590909
Coffee,sbd,1nn,outlier,0.1,0.569697
Coffee,sbd,svm,outlier,0.1,0.518182
Coffee,sbd,1nn,outlier,0.2,0.483333
Coffee,sbd,svm,outlier,0.2,0.518182
Coffee,sbd,1nn,outlier,0.4,0.392424
Coffee,sbd,svm,outlier,0.4,0.518182
OliveOil,lcss,1nn,jittering,0.0,0.166667
OliveOil,lcss,svm,jittering,0.0,0.416667
OliveOil,lcss,1nn,jittering,0.05,0.166667
OliveOil,lcss,svm,jittering,0.05,0.416667
OliveOil,lcss,1nn,jittering,0.1,0.166667
OliveOil,lcss,svm,jittering,0.1,0.416667
OliveOil,lcss,1nn,jittering,0.2,0.166667
OliveOil,lcss,svm,jittering,0.2,0.45
OliveOil,lcss,1nn,jittering,0.4,0.266667
OliveOil,lcss,svm,jittering,0.4,0.383333
OliveOil,lcss,1nn,missing,0.0,0.166667
OliveOil,lcss,svm,missing,0.0,0.416667
OliveOil,lcss,1nn,missing,0.05,0.25
OliveOil,lcss,svm,missing,0.05,0.35
OliveOil,lcss,1nn,missing,0.1,0.3
OliveOil,lcss,svm,missing,0.1,0.4
OliveOil,lcss,1nn,missing,0.2,0.283333
OliveOil,lcss,svm,missing,0.2,0.433333
OliveOil,lcss,1nn,missing,0.4,0.333333
OliveOil,lcss,svm,missing,0.4,0.416667
OliveOil,lcss,1nn,outlier,0.0,0.166667
OliveOil,lcss,svm,outlier,0.0,0.416667
OliveOil,lcss,1nn,outlier,0.05,0.266667
OliveOil,lcss,svm,outlier,0.05,0.416667
OliveOil,lcss,1nn,outlier,0.1,0.266667
OliveOil,lcss,svm,outlier,0.1,0.416667
OliveOil,lcss,1nn,outlier,0.2,0.266667
OliveOil,lcss,svm,outlier,0.2,0.416667
OliveOil,lcss,1nn,outlier,0.4,0.266667
OliveOil,lcss,svm,outlier,0.4,0.416667
OliveOil,edr,1nn,jittering,0.0,0.166667
OliveOil,edr,svm,jittering,0.0,0.416667
OliveOil,edr,1nn,jittering,0.05,0.166667
OliveOil,edr,svm,jittering,0.05,0.5
OliveOil,edr,1nn,jittering,0.1,0.266667
OliveOil,edr,svm,jittering,0.1,0.416667
OliveOil,edr,1nn,jittering,0.2,0.266667
OliveOil,edr,svm,jittering,0.2,0.416667
OliveOil,edr,1nn,jittering,0.4,0.266667
OliveOil,edr,svm,jittering,0.4,0.416667
OliveOil,edr,1nn,missing,0.0,0.166667
OliveOil,edr,svm,missing,0.0,0.416667
OliveOil,edr,1nn,missing,0.05,0.283333
OliveOil,edr,svm,missing,0.05,0.416667
OliveOil,edr,1nn,missing,0.1,0.233333
OliveOil,edr,svm,missing,0.1,0.416667
OliveOil,edr,1nn,missing,0.2,0.266667
OliveOil,edr,svm,missing,0.2,0.416667
OliveOil,edr,1nn,missing,0.4,0.166667
OliveOil,edr,svm,missing,0.4,0.416667
OliveOil,edr,1nn,outlier,0.0,0.166667
OliveOil,edr,svm,outlier,0.0,0.416667
OliveOil,edr,1nn,outlier,0.05,0.266667
OliveOil,edr,svm,outlier,0.05,0.416667
OliveOil,edr,1nn,outlier,0.1,0.266667
OliveOil,edr,svm,outlier,0.1,0.416667
OliveOil,edr,1nn,outlier,0.2,0.266667
OliveOil,edr,svm,outlier,0.2,0.416667
OliveOil,edr,1nn,outlier,0.4,0.266667
OliveOil,edr,svm,outlier,0.4,0.416667
OliveOil,erp,1nn,jittering,0.0,0.883333
OliveOil,erp,svm,jittering,0.0,0.9
OliveOil,erp,1nn,jittering,0.05,0.266667
OliveOil,erp,svm,jittering,0.05,0.416667
OliveOil,erp,1nn,jittering,0.1,0.266667
OliveOil,erp,svm,jittering,0.1,0.416667
OliveOil,erp,1nn,jittering,0.2,0.266667
OliveOil,erp,svm,jittering,0.2,0.416667
OliveOil,erp,1nn,jittering,0.4,0.266667
OliveOil,erp,svm,jittering,0.4,0.416667
OliveOil,erp,1nn,missing,0.0,0.883333
OliveOil,erp,svm,missing,0.0,0.9
OliveOil,erp,1nn,missing,0.05,0.433333
OliveOil,erp,svm,missing,0.05,0.55
OliveOil,erp,1nn,missing,0.1,0.366667
OliveOil,erp,svm,missing,0.1,0.433333
OliveOil,erp,1nn,missing,0.2,0.483333
OliveOil,erp,svm,missing,0.2,0.416667
OliveOil,erp,1nn,missing,0.4,0.333333
OliveOil,erp,svm,missing,0.4,0.433333
OliveOil,erp,1nn,outlier,0.0,0.883333
OliveOil,erp,svm,outlier,0.0,0.9
OliveOil,erp,1nn,outlier,0.05,0.283333
OliveOil,erp,svm,outlier,0.05,0.416667
OliveOil,erp,1nn,outlier,0.1,0.283333
OliveOil,erp,svm,outlier,0.1,0.416667
OliveOil,erp,1nn,outlier,0.2,0.2
OliveOil,erp,svm,outlier,0.2,0.416667
OliveOil,erp,1nn,outlier,0.4,0.183333
OliveOil,erp,svm,outlier,0.4,0.416667
OliveOil,msm,1nn,jittering,0.0,0.883333
OliveOil,msm,svm,jittering,0.0,0.9
OliveOil,msm,1nn,jittering,0.05,0.266667
OliveOil,msm,svm,jittering,0.05,0.416667
OliveOil,msm,1nn,jittering,0.1,0.266667
OliveOil,msm,svm,jittering,0.1,0.416667
OliveOil,msm,1nn,jittering,0.2,0.266667
OliveOil,msm,svm,jittering,0.2,0.416667
OliveOil,msm,1nn,jittering,0.4,0.266667
OliveOil,msm,svm,jittering,0.4,0.416667
OliveOil,msm,1nn,missing,0.0,0.883333
OliveOil,msm,svm,missing,0.0,0.9
OliveOil,msm,1nn,missing,0.05,0.533333
OliveOil,msm,svm,missing,0.05,0.5
OliveOil,msm,1nn,missing,0.1,0.45
OliveOil,msm,svm,missing,0.1,0.416667
OliveOil,msm,1nn,missing,0.2,0.4
OliveOil,msm,svm,missing,0.2,0.416667
OliveOil,msm,1nn,missing,0.4,0.416667
OliveOil,msm,svm,missing,0.4,0.416667
OliveOil,msm,1nn,outlier,0.0,0.883333
OliveOil,msm,svm,outlier,0.0,0.9
OliveOil,msm,1nn,outlier,0.05,0.266667
OliveOil,msm,svm,outlier,0.05,0.433333
OliveOil,msm,1nn,outlier,0.1,0.266667
OliveOil,msm,svm,outlier,0.1,0.416667
OliveOil,msm,1nn,outlier,0.2,0.266667
OliveOil,msm,svm,outlier,0.2,0.416667
OliveOil,msm,1nn,outlier,0.4,0.216667
OliveOil,msm,svm,outlier,0.4,0.416667
OliveOil,twe,1nn,jittering,0.0,0.883333
OliveOil,twe,svm,jittering,0.0,0.9
OliveOil,twe,1nn,jittering,0.05,0.266667
OliveOil,twe,svm,jittering,0.05,0.416667
OliveOil,twe,1nn,jittering,0.1,0.266667
OliveOil,twe,svm,jittering,0.1,0.416667
OliveOil,twe,1nn,jittering,0.2,0.266667
OliveOil,twe,svm,jittering,0.2,0.416667
OliveOil,twe,1nn,jittering,0.4,0.266667
OliveOil,twe,svm,jittering,0.4,0.416667
OliveOil,twe,1nn,missing,0.0,0.883333
OliveOil,twe,svm,missing,0.0,0.9
OliveOil,twe,1nn,missing,0.05,0.55
OliveOil,twe,svm,missing,0.05,0.416667
OliveOil,twe,1nn,missing,0.1,0.483333
OliveOil,twe,svm,missing,0.1,0.433333
OliveOil,twe,1nn,missing,0.2,0.4
OliveOil,twe,svm,missing,0.2,0.416667
OliveOil,twe,1nn,missing,0.4,0.35
OliveOil,twe,svm,missing,0.4,0.416667
OliveOil,twe,1nn,outlier,0.0,0.883333
OliveOil,twe,svm,outlier,0.0,0.9
OliveOil,twe,1nn,outlier,0.05,0.283333
OliveOil,twe,svm,outlier,0.05,0.416667
OliveOil,twe,1nn,outlier,0.1,0.3
OliveOil,twe,svm,outlier,0.1,0.416667
OliveOil,twe,1nn,outlier,0.2,0.266667
OliveOil,twe,svm,outlier,0.2,0.416667
OliveOil,twe,1nn,outlier,0.4,0.25
OliveOil,twe,svm,outlier,0.4,0.416667
OliveOil,adtw,1nn,jittering,0.0,0.883333
OliveOil,adtw,svm,jittering,0.0,0.866667
OliveOil,adtw,1nn,jittering,0.05,0.266667
OliveOil,adtw,svm,jittering,0.05,0.466667
OliveOil,adtw,1nn,jittering,0.1,0.266667
OliveOil,adtw,svm,jittering,0.1,0.416667
OliveOil,adtw,1nn,jittering,0.2,0.266667
OliveOil,adtw,svm,jittering,0.2,0.416667
OliveOil,adtw,1nn,jittering,0.4,0.266667
OliveOil,adtw,svm,jittering,0.4,0.416667
OliveOil,adtw,1nn,missing,0.0,0.883333
OliveOil,adtw,svm,missing,0.0,0.866667
OliveOil,adtw,1nn,missing,0.05,0.333333
OliveOil,adtw,svm,missing,0.05,0.383333
OliveOil,adtw,1nn,missing,0.1,0.316667
OliveOil,adtw,svm,missing,0.1,0.4
OliveOil,adtw,1nn,missing,0.2,0.166667
OliveOil,adtw,svm,missing,0.2,0.416667
OliveOil,adtw,1nn,missing,0.4,0.283333
OliveOil,adtw,svm,missing,0.4,0.416667
OliveOil,adtw,1nn,outlier,0.0,0.883333
OliveOil,adtw,svm,outlier,0.0,0.866667
OliveOil,adtw,1nn,outlier,0.05,0.25
OliveOil,adtw,svm,outlier,0.05,0.416667
OliveOil,adtw,1nn,outlier,0.1,0.266667
OliveOil,adtw,svm,outlier,0.1,0.416667
OliveOil,adtw,1nn,outlier,0.2,0.25
OliveOil,adtw,svm,outlier,0.2,0.416667
OliveOil,adtw,1nn,outlier,0.4,0.2
OliveOil,adtw,svm,outlier,0.4,0.416667
OliveOil,dtw,1nn,jittering,0.0,0.85
OliveOil,dtw,svm,jittering,0.0,0.833333
OliveOil,dtw,1nn,jittering,0.05,0.266667
OliveOil,dtw,svm,jittering,0.05,0.416667
OliveOil,dtw,1nn,jittering,0.1,0.266667
OliveOil,dtw,svm,jittering,0.1,0.416667
OliveOil,dtw,1nn,jittering,0.2,0.266667
OliveOil,dtw,svm,jittering,0.2,0.416667
OliveOil,dtw,1nn,jittering,0.4,0.266667
OliveOil,dtw,svm,jittering,0.4,0.416667
OliveOil,dtw,1nn,missing,0.0,0.85
OliveOil,dtw,svm,missing,0.0,0.833333
OliveOil,dtw,1nn,missing,0.05,0.25
OliveOil,dtw,svm,missing,0.05,0.366667
OliveOil,dtw,1nn,missing,0.1,0.35
OliveOil,dtw,svm,missing,0.1,0.4
OliveOil,dtw,1nn,missing,0.2,0.25
OliveOil,dtw,svm,missing,0.2,0.383333
OliveOil,dtw,1nn,missing,0.4,0.3
OliveOil,dtw,svm,missing,0.4,0.416667
OliveOil,dtw,1nn,outlier,0.0,0.85
OliveOil,dtw,svm,outlier,0.0,0.833333
OliveOil,dtw,1nn,outlier,0.05,0.216667
OliveOil,dtw,svm,outlier,0.05,0.433333
OliveOil,dtw,1nn,outlier,0.1,0.233333
OliveOil,dtw,svm,outlier,0.1,0.416667
OliveOil,dtw,1nn,outlier,0.2,0.233333
OliveOil,dtw,svm,outlier,0.2,0.416667
OliveOil,dtw,1nn,outlier,0.4,0.216667
OliveOil,dtw,svm,outlier,0.4,0.416667
OliveOil,wdtw,1nn,jittering,0.0,0.85
OliveOil,wdtw,svm,jittering,0.0,0.833333
OliveOil,wdtw,1nn,jittering,0.05,0.266667
OliveOil,wdtw,svm,jittering,0.05,0.416667
OliveOil,wdtw,1nn,jittering,0.1,0.266667
OliveOil,wdtw,svm,jittering,0.1,0.416667
OliveOil,wdtw,1nn,jittering,0.2,0.266667
OliveOil,wdtw,svm,jittering,0.2,0.416667
OliveOil,wdtw,1nn,jittering,0.4,0.266667
OliveOil,wdtw,svm,jittering,0.4,0.416667
OliveOil,wdtw,1nn,missing,0.0,0.85
OliveOil,wdtw,svm,missing,0.0,0.833333
OliveOil,wdtw,1nn,missing,0.05,0.35
OliveOil,wdtw,svm,missing,0.05,0.433333
OliveOil,wdtw,1nn,missing,0.1,0.316667
OliveOil,wdtw,svm,missing,0.1,0.35
OliveOil,wdtw,1nn,missing,0.2,0.283333
OliveOil,wdtw,svm,missing,0.2,0.383333
OliveOil,wdtw,1nn,missing,0.4,0.283333
OliveOil,wdtw,svm,missing,0.4,0.333333
OliveOil,wdtw,1nn,outlier,0.0,0.85
OliveOil,wdtw,svm,outlier,0.0,0.833333
OliveOil,wdtw,1nn,outlier,0.05,0.266667
OliveOil,wdtw,svm,outlier,0.05,0.433333
OliveOil,wdtw,1nn,outlier,0.1,0.2
OliveOil,wdtw,svm,outlier,0.1,0.416667
OliveOil,wdtw,1nn,outlier,0.2,0.25
OliveOil,wdtw,svm,outlier,0.2,0.416667
OliveOil,wdtw,1nn,outlier,0.4,0.233333
OliveOil,wdtw,svm,outlier,0.4,0.416667
OliveOil,ddtw,1nn,jittering,0.0,0.8
OliveOil,ddtw,svm,jittering,0.0,0.866667
OliveOil,ddtw,1nn,jittering,0.05,0.266667
OliveOil,ddtw,svm,jittering,0.05,0.416667
OliveOil,ddtw,1nn,jittering,0.1,0.266667
OliveOil,ddtw,svm,jittering,0.1,0.416667
OliveOil,ddtw,1nn,jittering,0.2,0.266667
OliveOil,ddtw,svm,jittering,0.2,0.416667
OliveOil,ddtw,1nn,jittering,0.4,0.266667
OliveOil,ddtw,svm,jittering,0.4,0.416667
OliveOil,ddtw,1nn,missing,0.0,0.8
OliveOil,ddtw,svm,missing,0.0,0.866667
OliveOil,ddtw,1nn,missing,0.05,0.266667
OliveOil,ddtw,svm,missing,0.05,0.4
OliveOil,ddtw,1nn,missing,0.1,0.283333
OliveOil,ddtw,svm,missing,0.1,0.366667
OliveOil,ddtw,1nn,missing,0.2,0.233333
OliveOil,ddtw,svm,missing,0.2,0.383333
OliveOil,ddtw,1nn,missing,0.4,0.3
OliveOil,ddtw,svm,missing,0.4,0.4
OliveOil,ddtw,1nn,outlier,0.0,0.8
OliveOil,ddtw,svm,outlier,0.0,0.866667
OliveOil,ddtw,1nn,outlier,0.05,0.4
OliveOil,ddtw,svm,outlier,0.05,0.416667
OliveOil,ddtw,1nn,outlier,0.1,0.35
OliveOil,ddtw,svm,outlier,0.1,0.416667
OliveOil,ddtw,1nn,outlier,0.2,0.25
OliveOil,ddtw,svm,outlier,0.2,0.416667
OliveOil,ddtw,1nn,outlier,0.4,0.283333
OliveOil,ddtw,svm,outlier,0.4,0.416667
OliveOil,wddtw,1nn,jittering,0.0,0.8
OliveOil,wddtw,svm,jittering,0.0,0.866667
OliveOil,wddtw,1nn,jittering,0.05,0.266667
OliveOil,wddtw,svm,jittering,0.05,0.433333
OliveOil,wddtw,1nn,jittering,0.1,0.266667
OliveOil,wddtw,svm,jittering,0.1,0.416667
OliveOil,wddtw,1nn,jittering,0.2,0.266667
OliveOil,wddtw,svm,jittering,0.2,0.416667
OliveOil,wddtw,1nn,jittering,0.4,0.266667
OliveOil,wddtw,svm,jittering,0.4,0.416667
OliveOil,wddtw,1nn,missing,0.0,0.8
OliveOil,wddtw,svm,missing,0.0,0.866667
OliveOil,wddtw,1nn,missing,0.05,0.183333
OliveOil,wddtw,svm,missing,0.05,0.383333
OliveOil,wddtw,1nn,missing,0.1,0.283333
OliveOil,wddtw,svm,missing,0.1,0.4
OliveOil,wddtw,1nn,missing,0.2,0.25
OliveOil,wddtw,svm,missing,0.2,0.416667
OliveOil,wddtw,1nn,missing,0.4,0.4
OliveOil,wddtw,svm,missing,0.4,0.4
OliveOil,wddtw,1nn,outlier,0.0,0.8
OliveOil,wddtw,svm,outlier,0.0,0.866667
OliveOil,wddtw,1nn,outlier,0.05,0.283333
OliveOil,wddtw,svm,outlier,0.05,0.433333
OliveOil,wddtw,1nn,outlier,0.1,0.3
OliveOil,wddtw,svm,outlier,0.1,0.416667
OliveOil,wddtw,1nn,outlier,0.2,0.266667
OliveOil,wddtw,svm,outlier,0.2,0.416667
OliveOil,wddtw,1nn,outlier,0.4,0.283333
OliveOil,wddtw,svm,outlier,0.4,0.416667
OliveOil,shape_dtw,1nn,jittering,0.0,0.883333
OliveOil,shape_dtw,svm,jittering,0.0,0.866667
OliveOil,shape_dtw,1nn,jittering,0.05,0.266667
OliveOil,shape_dtw,svm,jittering,0.05,0.516667
OliveOil,shape_dtw,1nn,jittering,0.1,0.266667
OliveOil,shape_dtw,svm,jittering,0.1,0.416667
OliveOil,shape_dtw,1nn,jittering,0.2,0.266667
OliveOil,shape_dtw,svm,jittering,0.2,0.416667
OliveOil,shape_dtw,1nn,jittering,0.4,0.266667
OliveOil,shape_dtw,svm,jittering,0.4,0.416667
OliveOil,shape_dtw,1nn,missing,0.0,0.883333
OliveOil,shape_dtw,svm,missing,0.0,0.866667
OliveOil,shape_dtw,1nn,missing,0.05,0.216667
OliveOil,shape_dtw,svm,missing,0.05,0.433333
OliveOil,shape_dtw,1nn,missing,0.1,0.2
OliveOil,shape_dtw,svm,missing,0.1,0.416667
OliveOil,shape_dtw,1nn,missing,0.2,0.35
OliveOil,shape_dtw,svm,missing,0.2,0.416667
OliveOil,shape_dtw,1nn,missing,0.4,0.316667
OliveOil,shape_dtw,svm,missing,0.4,0.4
OliveOil,shape_dtw,1nn,outlier,0.0,0.883333
OliveOil,shape_dtw,svm,outlier,0.0,0.866667
OliveOil,shape_dtw,1nn,outlier,0.05,0.416667
OliveOil,shape_dtw,svm,outlier,0.05,0.416667
OliveOil,shape_dtw,1nn,outlier,0.1,0.383333
OliveOil,shape_dtw,svm,outlier,0.1,0.416667
OliveOil,shape_dtw,1nn,outlier,0.2,0.316667
OliveOil,shape_dtw,svm,outlier,0.2,0.416667
OliveOil,shape_dtw,1nn,outlier,0.4,0.4
OliveOil,shape_dtw,svm,outlier,0.4,0.416667
OliveOil,euclidean,1nn,jittering,0.0,0.883333
OliveOil,euclidean,svm,jittering,0.0,0.866667
OliveOil,euclidean,1nn,jittering,0.05,0.266667
OliveOil,euclidean,svm,jittering,0.05,0.416667
OliveOil,euclidean,1nn,jittering,0.1,0.266667
OliveOil,euclidean,svm,jittering,0.1,0.416667
OliveOil,euclidean,1nn,jittering,0.2,0.266667
OliveOil,euclidean,svm,jittering,0.2,0.416667
OliveOil,euclidean,1nn,jittering,0.4,0.266667
OliveOil,euclidean,svm,jittering,0.4,0.416667
OliveOil,euclidean,1nn,missing,0.0,0.883333
OliveOil,euclidean,svm,missing,0.0,0.866667
OliveOil,euclidean,1nn,missing,0.05,0.333333
OliveOil,euclidean,svm,missing,0.05,0.416667
OliveOil,euclidean,1nn,missing,0.1,0.216667
OliveOil,euclidean,svm,missing,0.1,0.416667
OliveOil,euclidean,1nn,missing,0.2,0.35
OliveOil,euclidean,svm,missing,0.2,0.416667
OliveOil,euclidean,1nn,missing,0.4,0.266667
OliveOil,euclidean,svm,missing,0.4,0.416667
OliveOil,euclidean,1nn,outlier,0.0,0.883333
OliveOil,euclidean,svm,outlier,0.0,0.866667
OliveOil,euclidean,1nn,outlier,0.05,0.45
OliveOil,euclidean,svm,outlier,0.05,0.416667
OliveOil,euclidean,1nn,outlier,0.1,0.283333
OliveOil,euclidean,svm,outlier,0.1,0.416667
OliveOil,euclidean,1nn,outlier,0.2,0.283333
OliveOil,euclidean,svm,outlier,0.2,0.416667
OliveOil,euclidean,1nn,outlier,0.4,0.366667
OliveOil,euclidean,svm,outlier,0.4,0.416667
OliveOil,manhattan,1nn,jittering,0.0,0.883333
OliveOil,manhattan,svm,jittering,0.0,0.9
OliveOil,manhattan,1nn,jittering,0.05,0.266667
OliveOil,manhattan,svm,jittering,0.05,0.416667
OliveOil,manhattan,1nn,jittering,0.1,0.266667
OliveOil,manhattan,svm,jittering,0.1,0.416667
OliveOil,manhattan,1nn,jittering,0.2,0.266667
OliveOil,manhattan,svm,jittering,0.2,0.416667
OliveOil,manhattan,1nn,jittering,0.4,0.266667
OliveOil,manhattan,svm,jittering,0.4,0.416667
OliveOil,manhattan,1nn,missing,0.0,0.883333
OliveOil,manhattan,svm,missing,0.0,0.9
OliveOil,manhattan,1nn,missing,0.05,0.45
OliveOil,manhattan,svm,missing,0.05,0.45
OliveOil,manhattan,1nn,missing,0.1,0.383333
OliveOil,manhattan,svm,missing,0.1,0.416667
OliveOil,manhattan,1nn,missing,0.2,0.433333
OliveOil,manhattan,svm,missing,0.2,0.416667
OliveOil,manhattan,1nn,missing,0.4,0.316667
OliveOil,manhattan,svm,missing,0.4,0.416667
OliveOil,manhattan,1nn,outlier,0.0,0.883333
OliveOil,manhattan,svm,outlier,0.0,0.9
OliveOil,manhattan,1nn,outlier,0.05,0.266667
OliveOil,manhattan,svm,outlier,0.05,0.416667
OliveOil,manhattan,1nn,outlier,0.1,0.266667
OliveOil,manhattan,svm,outlier,0.1,0.416667
OliveOil,manhattan,1nn,outlier,0.2,0.266667
OliveOil,manhattan,svm,outlier,0.2,0.416667
OliveOil,manhattan,1nn,outlier,0.4,0.266667
OliveOil,manhattan,svm,outlier,0.4,0.416667
OliveOil,minkowski,1nn,jittering,0.0,0.883333
OliveOil,minkowski,svm,jittering,0.0,0.866667
OliveOil,minkowski,1nn,jittering,0.05,0.266667
OliveOil,minkowski,svm,jittering,0.05,0.416667
OliveOil,minkowski,1nn,jittering,0.1,0.266667
OliveOil,minkowski,svm,jittering,0.1,0.416667
OliveOil,minkowski,1nn,jittering,0.2,0.266667
OliveOil,minkowski,svm,jittering,0.2,0.416667
OliveOil,minkowski,1nn,jittering,0.4,0.266667
OliveOil,minkowski,svm,jittering,0.4,0.416667
OliveOil,minkowski,1nn,missing,0.0,0.883333
OliveOil,minkowski,svm,missing,0.0,0.866667
OliveOil,minkowski,1nn,missing,0.05,0.216667
OliveOil,minkowski,svm,missing,0.05,0.416667
OliveOil,minkowski,1nn,missing,0.1,0.45
OliveOil,minkowski,svm,missing,0.1,0.416667
OliveOil,minkowski,1nn,missing,0.2,0.266667
OliveOil,minkowski,svm,missing,0.2,0.416667
OliveOil,minkowski,1nn,missing,0.4,0.35
OliveOil,minkowski,svm,missing,0.4,0.416667
OliveOil,minkowski,1nn,outlier,0.0,0.883333
OliveOil,minkowski,svm,outlier,0.0,0.866667
OliveOil,minkowski,1nn,outlier,0.05,0.45
OliveOil,minkowski,svm,outlier,0.05,0.416667
OliveOil,minkowski,1nn,outlier,0.1,0.283333
OliveOil,minkowski,svm,outlier,0.1,0.416667
OliveOil,minkowski,1nn,outlier,0.2,0.283333
OliveOil,minkowski,svm,outlier,0.2,0.416667
OliveOil,minkowski,1nn,outlier,0.4,0.366667
OliveOil,minkowski,svm,outlier,0.4,0.416667
OliveOil,sbd,1nn,jittering,0.0,0.883333
OliveOil,sbd,svm,jittering,0.0,0.866667
OliveOil,sbd,1nn,jittering,0.05,0.266667
OliveOil,sbd,svm,jittering,0.05,0.466667
OliveOil,sbd,1nn,jittering,0.1,0.266667
OliveOil,sbd,svm,jittering,0.1,0.416667
OliveOil,sbd,1nn,jittering,0.2,0.266667
OliveOil,sbd,svm,jittering,0.2,0.416667
OliveOil,sbd,1nn,jittering,0.4,0.266667
OliveOil,sbd,svm,jittering,0.4,0.416667
OliveOil,sbd,1nn,missing,0.0,0.883333
OliveOil,sbd,svm,missing,0.0,0.866667
OliveOil,sbd,1nn,missing,0.05,0.216667
OliveOil,sbd,svm,missing,0.05,0.433333
OliveOil,sbd,1nn,missing,0.1,0.283333
OliveOil,sbd,svm,missing,0.1,0.416667
OliveOil,sbd,1nn,missing,0.2,0.316667
OliveOil,sbd,svm,missing,0.2,0.4
OliveOil,sbd,1nn,missing,0.4,0.166667
OliveOil,sbd,svm,missing,0.4,0.416667
OliveOil,sbd,1nn,outlier,0.0,0.883333
OliveOil,sbd,svm,outlier,0.0,0.866667
OliveOil,sbd,1nn,outlier,0.05,0.316667
OliveOil,sbd,svm,outlier,0.05,0.416667
OliveOil,sbd,1nn,outlier,0.1,0.283333
OliveOil,sbd,svm,outlier,0.1,0.416667
OliveOil,sbd,1nn,outlier,0.2,0.266667
OliveOil,sbd,svm,outlier,0.2,0.416667
OliveOil,sbd,1nn,outlier,0.4,0.333333
OliveOil,sbd,svm,outlier,0.4,0.416667
Wine,lcss,1nn,jittering,0.0,0.513439
Wine,lcss,svm,jittering,0.0,0.513439
Wine,lcss,1nn,jittering,0.05,0.513439
Wine,lcss,svm,jittering,0.05,0.513439
Wine,lcss,1nn,jittering,0.1,0.513439
Wine,lcss,svm,jittering,0.1,0.513439
Wine,lcss,1nn,jittering,0.2,0.513439
Wine,lcss,svm,jittering,0.2,0.531225
Wine,lcss,1nn,jittering,0.4,0.513439
Wine,lcss,svm,jittering,0.4,0.56917
Wine,lcss,1nn,missing,0.0,0.513439
Wine,lcss,svm,missing,0.0,0.513439
Wine,lcss,1nn,missing,0.05,0.505534
Wine,lcss,svm,missing,0.05,0.512253
Wine,lcss,1nn,missing,0.1,0.495652
Wine,lcss,svm,missing,0.1,0.539921
