noise_type,intensity,metric_A,metric_B,diff,SE,z,p_raw,CI_low,CI_high,pred_A,pred_B,p_fdr
missing,0.4,ddtw,wddtw,-0.052629,0.035529,-1.4813,0.13853,-0.122266,0.017008,0.597117,0.649746,0.2964466711956521
missing,0.4,ddtw,wdtw,-0.161512,0.035529,-4.5459,5e-06,-0.231149,-0.091874,0.597117,0.758629,2.6969178082191783e-05
missing,0.4,dtw,edr,-0.011746,0.035529,-0.3306,0.740946,-0.081383,0.057891,0.739097,0.750843,0.9009630970724191
missing,0.4,dtw,erp,-0.040244,0.035529,-1.1327,0.257336,-0.109882,0.029393,0.739097,0.779341,0.49852915129151293
missing,0.4,dtw,euclidean,0.105064,0.035529,2.9571,0.003105,0.035427,0.174702,0.739097,0.634033,0.009551513671875001
missing,0.4,dtw,lcss,0.13854,0.035529,3.8993,9.6e-05,0.068903,0.208177,0.739097,0.600557,0.0004
missing,0.4,dtw,manhattan,0.038796,0.035529,1.0919,0.274856,-0.030841,0.108433,0.739097,0.700301,0.5253618932038835
missing,0.4,dtw,minkowski,0.079106,0.035529,2.2265,0.025981,0.009469,0.148743,0.739097,0.659991,0.06912174831081082
missing,0.4,dtw,msm,-0.031011,0.035529,-0.8728,0.382751,-0.100649,0.038626,0.739097,0.770108,0.6288039843749998
missing,0.4,dtw,sbd,0.057507,0.035529,1.6186,0.105534,-0.01213,0.127145,0.739097,0.681589,0.23312208976157084
missing,0.4,dtw,shape_dtw,0.05368,0.035529,1.5109,0.130818,-0.015957,0.123318,0.739097,0.685416,0.2841908275862069
missing,0.4,dtw,twe,-0.042684,0.035529,-1.2014,0.229606,-0.112321,0.026953,0.739097,0.781781,0.4554527078085643
missing,0.4,dtw,wddtw,0.089351,0.035529,2.5149,0.011908,0.019714,0.158988,0.739097,0.649746,0.03343155080213904
missing,0.4,dtw,wdtw,-0.019532,0.035529,-0.5497,0.5825,-0.089169,0.050106,0.739097,0.758629,0.7895395098882202
missing,0.4,edr,erp,-0.028498,0.035529,-0.8021,0.42249,-0.098136,0.041139,0.750843,0.779341,0.66542175
missing,0.4,edr,euclidean,0.11681,0.035529,3.2877,0.00101,0.047173,0.186448,0.750843,0.634033,0.003406316916488223
missing,0.4,edr,lcss,0.150286,0.035529,4.2299,2.3e-05,0.080649,0.219923,0.750843,0.600557,0.0001078125
missing,0.4,edr,manhattan,0.050542,0.035529,1.4225,0.154867,-0.019095,0.120179,0.750843,0.700301,0.3276993624161074
missing,0.4,edr,minkowski,0.090852,0.035529,2.5571,0.010555,0.021215,0.160489,0.750843,0.659991,0.029899505395683455
missing,0.4,edr,msm,-0.019265,0.035529,-0.5422,0.587654,-0.088903,0.050372,0.750843,0.770108,0.7944678540772532
missing,0.4,edr,sbd,0.069253,0.035529,1.9492,0.051272,-0.000384,0.138891,0.750843,0.681589,0.12578411214953272
missing,0.4,edr,shape_dtw,0.065426,0.035529,1.8415,0.065551,-0.004211,0.135064,0.750843,0.685416,0.15548618222891566
missing,0.4,edr,twe,-0.030938,0.035529,-0.8708,0.383879,-0.100575,0.038699,0.750843,0.781781,0.6289996621621622
missing,0.4,edr,wddtw,0.101097,0.035529,2.8455,0.004435,0.03146,0.170734,0.750843,0.649746,0.013304999999999999
missing,0.4,edr,wdtw,-0.007786,0.035529,-0.2191,0.826545,-0.077423,0.061852,0.750843,0.758629,0.9440234771573605
missing,0.4,erp,euclidean,0.145309,0.035529,4.0898,4.3e-05,0.075671,0.214946,0.779341,0.634033,0.00019350000000000001
missing,0.4,erp,lcss,0.178784,0.035529,5.032,0.0,0.109147,0.248422,0.779341,0.600557,0.0
missing,0.4,erp,manhattan,0.07904,0.035529,2.2247,0.026104,0.009403,0.148678,0.779341,0.700301,0.06933187183811129
missing,0.4,erp,minkowski,0.11935,0.035529,3.3592,0.000782,0.049713,0.188987,0.779341,0.659991,0.0026891921397379915
missing,0.4,erp,msm,0.009233,0.035529,0.2599,0.794964,-0.060404,0.07887,0.779341,0.770108,0.927542
missing,0.4,erp,sbd,0.097752,0.035529,2.7513,0.005936,0.028115,0.167389,0.779341,0.681589,0.017442537313432836
missing,0.4,erp,shape_dtw,0.093925,0.035529,2.6436,0.008203,0.024287,0.163562,0.779341,0.685416,0.023490409090909093
missing,0.4,erp,twe,-0.00244,0.035529,-0.0687,0.945258,-0.072077,0.067198,0.779341,0.781781,0.9904492534837425
missing,0.4,erp,wddtw,0.129595,0.035529,3.6476,0.000265,0.059958,0.199232,0.779341,0.649746,0.0010155109489051095
missing,0.4,erp,wdtw,0.020713,0.035529,0.583,0.559911,-0.048925,0.09035,0.779341,0.758629,0.7726008304195804
missing,0.4,euclidean,lcss,0.033476,0.035529,0.9422,0.346087,-0.036161,0.103113,0.634033,0.600557,0.5970285049288061
missing,0.4,euclidean,manhattan,-0.066268,0.035529,-1.8652,0.062157,-0.135906,0.003369,0.634033,0.700301,0.14832920454545453
missing,0.4,euclidean,minkowski,-0.025958,0.035529,-0.7306,0.46501,-0.095596,0.043679,0.634033,0.659991,0.7017901421800948
missing,0.4,euclidean,msm,-0.136076,0.035529,-3.83,0.000128,-0.205713,-0.066438,0.634033,0.770108,0.0005142857142857143
missing,0.4,euclidean,sbd,-0.047557,0.035529,-1.3385,0.180725,-0.117194,0.02208,0.634033,0.681589,0.37305619266055046
missing,0.4,euclidean,shape_dtw,-0.051384,0.035529,-1.4462,0.148109,-0.121021,0.018253,0.634033,0.685416,0.31523199324324325
missing,0.4,euclidean,twe,-0.147748,0.035529,-4.1585,3.2e-05,-0.217385,-0.078111,0.634033,0.781781,0.00014524495677233429
missing,0.4,euclidean,wddtw,-0.015713,0.035529,-0.4423,0.658295,-0.085351,0.053924,0.634033,0.649746,0.8436245931651749
missing,0.4,euclidean,wdtw,-0.124596,0.035529,-3.5069,0.000453,-0.194233,-0.054959,0.634033,0.758629,0.0016439516129032258
missing,0.4,lcss,manhattan,-0.099744,0.035529,-2.8074,0.004995,-0.169381,-0.030107,0.600557,0.700301,0.014815677966101696
missing,0.4,lcss,minkowski,-0.059434,0.035529,-1.6728,0.094361,-0.129072,0.010203,0.600557,0.659991,0.21322607604017216
missing,0.4,lcss,msm,-0.169551,0.035529,-4.7722,2e-06,-0.239189,-0.099914,0.600557,0.770108,1.1580882352941175e-05
missing,0.4,lcss,sbd,-0.081033,0.035529,-2.2807,0.022564,-0.15067,-0.011395,0.600557,0.681589,0.060542248722316866
missing,0.4,lcss,shape_dtw,-0.08486,0.035529,-2.3884,0.01692,-0.154497,-0.015222,0.600557,0.685416,0.046265625000000005
missing,0.4,lcss,twe,-0.181224,0.035529,-5.1007,0.0,-0.250861,-0.111587,0.600557,0.781781,0.0
missing,0.4,lcss,wddtw,-0.049189,0.035529,-1.3845,0.166213,-0.118827,0.020448,0.600557,0.649746,0.34627708333333335
missing,0.4,lcss,wdtw,-0.158072,0.035529,-4.4491,9e-06,-0.227709,-0.088435,0.600557,0.758629,4.632352941176471e-05
missing,0.4,manhattan,minkowski,0.04031,0.035529,1.1346,0.256562,-0.029327,0.109947,0.700301,0.659991,0.49764181034482763
missing,0.4,manhattan,msm,-0.069807,0.035529,-1.9648,0.049439,-0.139445,-0.00017,0.700301,0.770108,0.12204768808777428
missing,0.4,manhattan,sbd,0.018711,0.035529,0.5266,0.598437,-0.050926,0.088349,0.700301,0.681589,0.8036860093696763
missing,0.4,manhattan,shape_dtw,0.014884,0.035529,0.4189,0.675264,-0.054753,0.084522,0.700301,0.685416,0.8611395193861066
missing,0.4,manhattan,twe,-0.08148,0.035529,-2.2933,0.02183,-0.151117,-0.011843,0.700301,0.781781,0.05877307692307692
missing,0.4,manhattan,wddtw,0.050555,0.035529,1.4229,0.154763,-0.019082,0.120192,0.700301,0.649746,0.3276993624161074
missing,0.4,manhattan,wdtw,-0.058328,0.035529,-1.6417,0.100655,-0.127965,0.01131,0.700301,0.758629,0.22391472457627115
missing,0.4,minkowski,msm,-0.110117,0.035529,-3.0993,0.00194,-0.179754,-0.04048,0.659991,0.770108,0.006197768762677485
missing,0.4,minkowski,sbd,-0.021598,0.035529,-0.6079,0.543251,-0.091236,0.048039,0.659991,0.681589,0.7643840624999999
missing,0.4,minkowski,shape_dtw,-0.025425,0.035529,-0.7156,0.474226,-0.095063,0.044212,0.659991,0.685416,0.7052936260623229
missing,0.4,minkowski,twe,-0.12179,0.035529,-3.4279,0.000608,-0.191427,-0.052152,0.659991,0.781781,0.0021665158371040726
missing,0.4,minkowski,wddtw,0.010245,0.035529,0.2884,0.773076,-0.059392,0.079882,0.659991,0.649746,0.9184432228915663
missing,0.4,minkowski,wdtw,-0.098638,0.035529,-2.7762,0.005499,-0.168275,-0.029,0.659991,0.758629,0.016218960674157304
missing,0.4,msm,sbd,0.088519,0.035529,2.4914,0.012723,0.018882,0.158156,0.770108,0.681589,0.0355927619893428
missing,0.4,msm,shape_dtw,0.084692,0.035529,2.3837,0.017139,0.015054,0.154329,0.770108,0.685416,0.04670229238754326
missing,0.4,msm,twe,-0.011673,0.035529,-0.3285,0.742508,-0.08131,0.057965,0.770108,0.781781,0.9009630970724191
missing,0.4,msm,wddtw,0.120362,0.035529,3.3877,0.000705,0.050725,0.189999,0.770108,0.649746,0.0024457599118942732
missing,0.4,msm,wdtw,0.01148,0.035529,0.3231,0.746617,-0.058158,0.081117,0.770108,0.758629,0.9038599346656419
missing,0.4,sbd,shape_dtw,-0.003827,0.035529,-0.1077,0.914221,-0.073464,0.06581,0.681589,0.685416,0.9795837067209776
missing,0.4,sbd,twe,-0.100191,0.035529,-2.82,0.004803,-0.169829,-0.030554,0.681589,0.781781,0.014300047258979206
missing,0.4,sbd,wddtw,0.031843,0.035529,0.8963,0.370115,-0.037794,0.101481,0.681589,0.649746,0.6201394946808512
missing,0.4,sbd,wdtw,-0.077039,0.035529,-2.1683,0.030133,-0.146676,-0.007402,0.681589,0.758629,0.07936367056856188
missing,0.4,shape_dtw,twe,-0.096364,0.035529,-2.7123,0.006683,-0.166002,-0.026727,0.685416,0.781781,0.019492083333333333
missing,0.4,shape_dtw,wddtw,0.03567,0.035529,1.004,0.315391,-0.033967,0.105308,0.685416,0.649746,0.5729421280276816
missing,0.4,shape_dtw,wdtw,-0.073212,0.035529,-2.0606,0.039339,-0.142849,-0.003575,0.685416,0.758629,0.10100521172638437
missing,0.4,twe,wddtw,0.132035,0.035529,3.7162,0.000202,0.062397,0.201672,0.781781,0.649746,0.0007875
missing,0.4,twe,wdtw,0.023152,0.035529,0.6516,0.514635,-0.046485,0.092789,0.781781,0.758629,0.7402284246575342
missing,0.4,wddtw,wdtw,-0.108883,0.035529,-3.0646,0.00218,-0.17852,-0.039245,0.649746,0.758629,0.006894578313253012
outlier,0.0,adtw,ddtw,0.049964,0.035529,1.4063,0.159642,-0.019673,0.119601,0.921899,0.871936,0.3356957943925234
outlier,0.0,adtw,dtw,0.031618,0.035529,0.8899,0.373505,-0.038019,0.101256,0.921899,0.890281,0.623828605514316
outlier,0.0,adtw,edr,0.074714,0.035529,2.1029,0.035476,0.005076,0.144351,0.921899,0.847186,0.0920505766062603
outlier,0.0,adtw,erp,0.010656,0.035529,0.2999,0.764238,-0.058981,0.080293,0.921899,0.911243,0.9135585546282246
outlier,0.0,adtw,euclidean,0.036362,0.035529,1.0235,0.306093,-0.033275,0.106,0.921899,0.885537,0.5599262195121951
outlier,0.0,adtw,lcss,0.254432,0.035529,7.1612,0.0,0.184795,0.324069,0.921899,0.667467,0.0
outlier,0.0,adtw,manhattan,0.03395,0.035529,0.9555,0.339305,-0.035688,0.103587,0.921899,0.88795,0.594703531701891
outlier,0.0,adtw,minkowski,0.036362,0.035529,1.0235,0.306093,-0.033275,0.106,0.921899,0.885537,0.5599262195121951
outlier,0.0,adtw,msm,0.009509,0.035529,0.2676,0.78897,-0.060128,0.079147,0.921899,0.91239,0.9244535687732343
outlier,0.0,adtw,sbd,0.012111,0.035529,0.3409,0.733202,-0.057526,0.081748,0.921899,0.909789,0.8965785326086956
outlier,0.0,adtw,shape_dtw,0.002619,0.035529,0.0737,0.941238,-0.067018,0.072256,0.921899,0.91928,0.9904492534837425
outlier,0.0,adtw,twe,0.003767,0.035529,0.106,0.915552,-0.06587,0.073405,0.921899,0.918132,0.9795837067209776
outlier,0.0,adtw,wddtw,0.037825,0.035529,1.0646,0.287053,-0.031813,0.107462,0.921899,0.884075,0.5388658820023838
outlier,0.0,adtw,wdtw,0.016813,0.035529,0.4732,0.636066,-0.052825,0.08645,0.921899,0.905087,0.8266228960396039
outlier,0.0,ddtw,dtw,-0.018345,0.035529,-0.5163,0.605611,-0.087983,0.051292,0.871936,0.890281,0.8076522650296359
outlier,0.0,ddtw,edr,0.02475,0.035529,0.6966,0.48605,-0.044887,0.094387,0.871936,0.847186,0.7127828212290502
outlier,0.0,ddtw,erp,-0.039308,0.035529,-1.1064,0.268573,-0.108945,0.030329,0.871936,0.911243,0.5146015510948906
outlier,0.0,ddtw,euclidean,-0.013601,0.035529,-0.3828,0.701852,-0.083239,0.056036,0.871936,0.885537,0.8745386867088608
outlier,0.0,ddtw,lcss,0.204468,0.035529,5.7549,0.0,0.134831,0.274106,0.871936,0.667467,0.0
outlier,0.0,ddtw,manhattan,-0.016014,0.035529,-0.4507,0.65218,-0.085652,0.053623,0.871936,0.88795,0.8378331973898857
outlier,0.0,ddtw,minkowski,-0.013601,0.035529,-0.3828,0.701852,-0.083239,0.056036,0.871936,0.885537,0.8745386867088608
outlier,0.0,ddtw,msm,-0.040454,0.035529,-1.1386,0.254859,-0.110092,0.029183,0.871936,0.91239,0.4955591666666667
outlier,0.0,ddtw,sbd,-0.037853,0.035529,-1.0654,0.286692,-0.10749,0.031784,0.871936,0.909789,0.5388658820023838
outlier,0.0,ddtw,shape_dtw,-0.047345,0.035529,-1.3326,0.182676,-0.116982,0.022292,0.871936,0.91928,0.3756066579634465
outlier,0.0,ddtw,twe,-0.046196,0.035529,-1.3002,0.19352,-0.115834,0.023441,0.871936,0.918132,0.3948108808290155
outlier,0.0,ddtw,wddtw,-0.012139,0.035529,-0.3417,0.732602,-0.081776,0.057498,0.871936,0.884075,0.8965785326086956
outlier,0.0,ddtw,wdtw,-0.033151,0.035529,-0.9331,0.350784,-0.102788,0.036486,0.871936,0.905087,0.601835294117647
outlier,0.0,dtw,edr,0.043095,0.035529,1.213,0.225148,-0.026542,0.112733,0.890281,0.847186,0.4483035398230088
outlier,0.0,dtw,erp,-0.020962,0.035529,-0.59,0.555187,-0.0906,0.048675,0.890281,0.911243,0.7702623459507043
outlier,0.0,dtw,euclidean,0.004744,0.035529,0.1335,0.893777,-0.064893,0.074381,0.890281,0.885537,0.9729172004132232
outlier,0.0,dtw,lcss,0.222814,0.035529,6.2713,0.0,0.153176,0.292451,0.890281,0.667467,0.0
outlier,0.0,dtw,manhattan,0.002331,0.035529,0.0656,0.947687,-0.067306,0.071968,0.890281,0.88795,0.9904492534837425
outlier,0.0,dtw,minkowski,0.004744,0.035529,0.1335,0.893777,-0.064893,0.074381,0.890281,0.885537,0.9729172004132232
outlier,0.0,dtw,msm,-0.022109,0.035529,-0.6223,0.533759,-0.091746,0.047528,0.890281,0.91239,0.7566790504050406
outlier,0.0,dtw,sbd,-0.019508,0.035529,-0.5491,0.582966,-0.089145,0.05013,0.890281,0.909789,0.7895395098882202
outlier,0.0,dtw,shape_dtw,-0.028999,0.035529,-0.8162,0.414378,-0.098637,0.040638,0.890281,0.91928,0.6572460725075528
outlier,0.0,dtw,twe,-0.027851,0.035529,-0.7839,0.433105,-0.097488,0.041786,0.890281,0.918132,0.6740517539525692
outlier,0.0,dtw,wddtw,0.006206,0.035529,0.1747,0.86133,-0.063431,0.075844,0.890281,0.884075,0.9626665662650603
outlier,0.0,dtw,wdtw,-0.014806,0.035529,-0.4167,0.676883,-0.084443,0.054832,0.890281,0.905087,0.8611395193861066
outlier,0.0,edr,erp,-0.064058,0.035529,-1.803,0.071395,-0.133695,0.00558,0.847186,0.911243,0.16733203124999999
outlier,0.0,edr,euclidean,-0.038351,0.035529,-1.0794,0.280398,-0.107988,0.031286,0.847186,0.885537,0.5301642857142858
outlier,0.0,edr,lcss,0.179718,0.035529,5.0583,0.0,0.110081,0.249356,0.847186,0.667467,0.0
outlier,0.0,edr,manhattan,-0.040764,0.035529,-1.1473,0.251241,-0.110401,0.028873,0.847186,0.88795,0.492169869402985
outlier,0.0,edr,minkowski,-0.038351,0.035529,-1.0794,0.280398,-0.107988,0.031286,0.847186,0.885537,0.5301642857142858
outlier,0.0,edr,msm,-0.065204,0.035529,-1.8352,0.066472,-0.134842,0.004433,0.847186,0.91239,0.15672664670658684
outlier,0.0,edr,sbd,-0.062603,0.035529,-1.762,0.078067,-0.13224,0.007034,0.847186,0.909789,0.1810832474226804
outlier,0.0,edr,shape_dtw,-0.072095,0.035529,-2.0292,0.042441,-0.141732,-0.002457,0.847186,0.91928,0.10764021739130435
outlier,0.0,edr,twe,-0.070946,0.035529,-1.9968,0.045842,-0.140583,-0.001309,0.847186,0.918132,0.11406184834123222
outlier,0.0,edr,wddtw,-0.036889,0.035529,-1.0383,0.299144,-0.106526,0.032748,0.847186,0.884075,0.5529950704225353
outlier,0.0,edr,wdtw,-0.057901,0.035529,-1.6297,0.103171,-0.127538,0.011736,0.847186,0.905087,0.2282223665730337
outlier,0.0,erp,euclidean,0.025707,0.035529,0.7235,0.469353,-0.043931,0.095344,0.911243,0.885537,0.7017901421800948
outlier,0.0,erp,lcss,0.243776,0.035529,6.8613,0.0,0.174139,0.313413,0.911243,0.667467,0.0
outlier,0.0,erp,manhattan,0.023294,0.035529,0.6556,0.51207,-0.046344,0.092931,0.911243,0.88795,0.7372122943327241
outlier,0.0,erp,minkowski,0.025707,0.035529,0.7235,0.469353,-0.043931,0.095344,0.911243,0.885537,0.7017901421800948
outlier,0.0,erp,msm,-0.001147,0.035529,-0.0323,0.974255,-0.070784,0.068491,0.911243,0.91239,0.9958967229072031
outlier,0.0,erp,sbd,0.001455,0.035529,0.0409,0.967337,-0.068182,0.071092,0.911243,0.909789,0.9958967229072031
outlier,0.0,erp,shape_dtw,-0.008037,0.035529,-0.2262,0.821041,-0.077674,0.0616,0.911243,0.91928,0.9408461664244185
outlier,0.0,erp,twe,-0.006889,0.035529,-0.1939,0.846268,-0.076526,0.062749,0.911243,0.918132,0.9540959914101647
outlier,0.0,erp,wddtw,0.027169,0.035529,0.7647,0.444458,-0.042469,0.096806,0.911243,0.884075,0.684997089041096
outlier,0.0,erp,wdtw,0.006157,0.035529,0.1733,0.862427,-0.063481,0.075794,0.911243,0.905087,0.9626665662650603
outlier,0.0,euclidean,lcss,0.21807,0.035529,6.1378,0.0,0.148432,0.287707,0.885537,0.667467,0.0
outlier,0.0,euclidean,manhattan,-0.002413,0.035529,-0.0679,0.945854,-0.07205,0.067224,0.885537,0.88795,0.9904492534837425
outlier,0.0,euclidean,minkowski,0.0,0.035529,0.0,1.0,-0.069637,0.069637,0.885537,0.885537,1.0
outlier,0.0,euclidean,msm,-0.026853,0.035529,-0.7558,0.449766,-0.09649,0.042784,0.885537,0.91239,0.6870819107662464
outlier,0.0,euclidean,sbd,-0.024252,0.035529,-0.6826,0.494869,-0.093889,0.045386,0.885537,0.909789,0.7176967541436464
outlier,0.0,euclidean,shape_dtw,-0.033743,0.035529,-0.9497,0.342245,-0.103381,0.035894,0.885537,0.91928,0.5948215346534653
outlier,0.0,euclidean,twe,-0.032595,0.035529,-0.9174,0.358925,-0.102232,0.037042,0.885537,0.918132,0.6078568548387097
outlier,0.0,euclidean,wddtw,0.001462,0.035529,0.0412,0.967172,-0.068175,0.071099,0.885537,0.884075,0.9958967229072031
outlier,0.0,euclidean,wdtw,-0.01955,0.035529,-0.5502,0.58215,-0.089187,0.050087,0.885537,0.905087,0.7895395098882202
outlier,0.0,lcss,manhattan,-0.220483,0.035529,-6.2057,0.0,-0.29012,-0.150845,0.667467,0.88795,0.0
outlier,0.0,lcss,minkowski,-0.21807,0.035529,-6.1378,0.0,-0.287707,-0.148432,0.667467,0.885537,0.0
outlier,0.0,lcss,msm,-0.244923,0.035529,-6.8936,0.0,-0.31456,-0.175286,0.667467,0.91239,0.0
outlier,0.0,lcss,sbd,-0.242321,0.035529,-6.8203,0.0,-0.311959,-0.172684,0.667467,0.909789,0.0
outlier,0.0,lcss,shape_dtw,-0.251813,0.035529,-7.0875,0.0,-0.32145,-0.182176,0.667467,0.91928,0.0
outlier,0.0,lcss,twe,-0.250665,0.035529,-7.0552,0.0,-0.320302,-0.181027,0.667467,0.918132,0.0
outlier,0.0,lcss,wddtw,-0.216607,0.035529,-6.0966,0.0,-0.286245,-0.14697,0.667467,0.884075,0.0
outlier,0.0,lcss,wdtw,-0.237619,0.035529,-6.688,0.0,-0.307257,-0.167982,0.667467,0.905087,0.0
outlier,0.0,manhattan,minkowski,0.002413,0.035529,0.0679,0.945854,-0.067224,0.07205,0.88795,0.885537,0.9904492534837425
outlier,0.0,manhattan,msm,-0.02444,0.035529,-0.6879,0.491522,-0.094077,0.045197,0.88795,0.91239,0.7168029166666667
outlier,0.0,manhattan,sbd,-0.021839,0.035529,-0.6147,0.538772,-0.091476,0.047799,0.88795,0.909789,0.7603637096774194
outlier,0.0,manhattan,shape_dtw,-0.031331,0.035529,-0.8818,0.377871,-0.100968,0.038307,0.88795,0.91928,0.6260533911671924
outlier,0.0,manhattan,twe,-0.030182,0.035529,-0.8495,0.395603,-0.099819,0.039455,0.88795,0.918132,0.6410574074074074
outlier,0.0,manhattan,wddtw,0.003875,0.035529,0.1091,0.913147,-0.065762,0.073512,0.88795,0.884075,0.9795837067209776
outlier,0.0,manhattan,wdtw,-0.017137,0.035529,-0.4823,0.62957,-0.086774,0.0525,0.88795,0.905087,0.8249357321131447
outlier,0.0,minkowski,msm,-0.026853,0.035529,-0.7558,0.449766,-0.09649,0.042784,0.885537,0.91239,0.6870819107662464
outlier,0.0,minkowski,sbd,-0.024252,0.035529,-0.6826,0.494869,-0.093889,0.045386,0.885537,0.909789,0.7176967541436464
outlier,0.0,minkowski,shape_dtw,-0.033743,0.035529,-0.9497,0.342245,-0.103381,0.035894,0.885537,0.91928,0.5948215346534653
outlier,0.0,minkowski,twe,-0.032595,0.035529,-0.9174,0.358925,-0.102232,0.037042,0.885537,0.918132,0.6078568548387097
outlier,0.0,minkowski,wddtw,0.001462,0.035529,0.0412,0.967172,-0.068175,0.071099,0.885537,0.884075,0.9958967229072031
outlier,0.0,minkowski,wdtw,-0.01955,0.035529,-0.5502,0.58215,-0.089187,0.050087,0.885537,0.905087,0.7895395098882202
outlier,0.0,msm,sbd,0.002601,0.035529,0.0732,0.941631,-0.067036,0.072239,0.91239,0.909789,0.9904492534837425
outlier,0.0,msm,shape_dtw,-0.00689,0.035529,-0.1939,0.846227,-0.076528,0.062747,0.91239,0.91928,0.9540959914101647
outlier,0.0,msm,twe,-0.005742,0.035529,-0.1616,0.871612,-0.075379,0.063895,0.91239,0.918132,0.9660724137931035
outlier,0.0,msm,wddtw,0.028315,0.035529,0.797,0.425474,-0.041322,0.097953,0.91239,0.884075,0.6674517430278885
outlier,0.0,msm,wdtw,0.007303,0.035529,0.2056,0.837136,-0.062334,0.076941,0.91239,0.905087,0.9512909090909091
outlier,0.0,sbd,shape_dtw,-0.009492,0.035529,-0.2672,0.78935,-0.079129,0.060145,0.909789,0.91928,0.9244535687732343
outlier,0.0,sbd,twe,-0.008343,0.035529,-0.2348,0.81434,-0.077981,0.061294,0.909789,0.918132,0.9375625
outlier,0.0,sbd,wddtw,0.025714,0.035529,0.7237,0.469226,-0.043923,0.095351,0.909789,0.884075,0.7017901421800948
outlier,0.0,sbd,wdtw,0.004702,0.035529,0.1323,0.894717,-0.064935,0.074339,0.909789,0.905087,0.9729172004132232
outlier,0.0,shape_dtw,twe,0.001148,0.035529,0.0323,0.974214,-0.068489,0.070786,0.91928,0.918132,0.9958967229072031
outlier,0.0,shape_dtw,wddtw,0.035206,0.035529,0.9909,0.321737,-0.034432,0.104843,0.91928,0.884075,0.5804533505154639
outlier,0.0,shape_dtw,wdtw,0.014194,0.035529,0.3995,0.68953,-0.055444,0.083831,0.91928,0.905087,0.8682615215654952
outlier,0.0,twe,wddtw,0.034057,0.035529,0.9586,0.337775,-0.03558,0.103695,0.918132,0.884075,0.594703531701891
outlier,0.0,twe,wdtw,0.013045,0.035529,0.3672,0.713493,-0.056592,0.082682,0.918132,0.905087,0.8850495472440946
outlier,0.0,wddtw,wdtw,-0.021012,0.035529,-0.5914,0.554251,-0.090649,0.048625,0.884075,0.905087,0.7702623459507043
outlier,0.05,adtw,ddtw,0.163777,0.035529,4.6096,4e-06,0.094139,0.233414,0.605598,0.441821,2.202797202797203e-05
outlier,0.05,adtw,dtw,0.042785,0.035529,1.2042,0.228508,-0.026853,0.112422,0.605598,0.562813,0.45441931818181813
outlier,0.05,adtw,edr,-0.201866,0.035529,-5.6817,0.0,-0.271504,-0.132229,0.605598,0.807465,0.0
outlier,0.05,adtw,erp,-0.149109,0.035529,-4.1968,2.7e-05,-0.218746,-0.079472,0.605598,0.754707,0.00012507352941176468
outlier,0.05,adtw,euclidean,-0.010183,0.035529,-0.2866,0.774408,-0.07982,0.059454,0.605598,0.615781,0.9184432228915663
outlier,0.05,adtw,lcss,-0.058674,0.035529,-1.6514,0.098651,-0.128311,0.010963,0.605598,0.664272,0.2210175320056899
outlier,0.05,adtw,manhattan,-0.142697,0.035529,-4.0163,5.9e-05,-0.212334,-0.073059,0.605598,0.748295,0.0002625
outlier,0.05,adtw,minkowski,-0.010183,0.035529,-0.2866,0.774408,-0.07982,0.059454,0.605598,0.615781,0.9184432228915663
outlier,0.05,adtw,msm,-0.172031,0.035529,-4.842,1e-06,-0.241669,-0.102394,0.605598,0.77763,6.15234375e-06
outlier,0.05,adtw,sbd,-0.031005,0.035529,-0.8727,0.382843,-0.100643,0.038632,0.605598,0.636603,0.6288039843749998
outlier,0.05,adtw,shape_dtw,0.008806,0.035529,0.2478,0.804254,-0.060832,0.078443,0.605598,0.596792,0.9335777757352941
outlier,0.05,adtw,twe,-0.167599,0.035529,-4.7172,2e-06,-0.237237,-0.097962,0.605598,0.773198,1.1580882352941175e-05
outlier,0.05,adtw,wddtw,0.150407,0.035529,4.2333,2.3e-05,0.08077,0.220045,0.605598,0.455191,0.0001078125
outlier,0.05,adtw,wdtw,-0.001386,0.035529,-0.039,0.968873,-0.071024,0.068251,0.605598,0.606985,0.9958967229072031
outlier,0.05,ddtw,dtw,-0.120992,0.035529,-3.4054,0.000661,-0.190629,-0.051355,0.441821,0.562813,0.002334248878923767
outlier,0.05,ddtw,edr,-0.365643,0.035529,-10.2913,0.0,-0.43528,-0.296006,0.441821,0.807465,0.0
outlier,0.05,ddtw,erp,-0.312886,0.035529,-8.8064,0.0,-0.382523,-0.243248,0.441821,0.754707,0.0
outlier,0.05,ddtw,euclidean,-0.17396,0.035529,-4.8963,1e-06,-0.243597,-0.104323,0.441821,0.615781,6.15234375e-06
outlier,0.05,ddtw,lcss,-0.222451,0.035529,-6.2611,0.0,-0.292088,-0.152813,0.441821,0.664272,0.0
outlier,0.05,ddtw,manhattan,-0.306473,0.035529,-8.626,0.0,-0.376111,-0.236836,0.441821,0.748295,0.0
outlier,0.05,ddtw,minkowski,-0.17396,0.035529,-4.8963,1e-06,-0.243597,-0.104323,0.441821,0.615781,6.15234375e-06
outlier,0.05,ddtw,msm,-0.335808,0.035529,-9.4516,0.0,-0.405446,-0.266171,0.441821,0.77763,0.0
outlier,0.05,ddtw,sbd,-0.194782,0.035529,-5.4823,0.0,-0.264419,-0.125145,0.441821,0.636603,0.0
