noise_type,intensity,metric_A,metric_B,diff,SE,z,p_raw,CI_low,CI_high,pred_A,pred_B,p_fdr
outlier,0.05,ddtw,shape_dtw,-0.154971,0.035529,-4.3618,1.3e-05,-0.224608,-0.085334,0.441821,0.596792,6.583601286173633e-05
outlier,0.05,ddtw,twe,-0.331376,0.035529,-9.3269,0.0,-0.401014,-0.261739,0.441821,0.773198,0.0
outlier,0.05,ddtw,wddtw,-0.013369,0.035529,-0.3763,0.706699,-0.083007,0.056268,0.441821,0.455191,0.8798821541501975
outlier,0.05,ddtw,wdtw,-0.165163,0.035529,-4.6487,3e-06,-0.2348,-0.095526,0.441821,0.606985,1.6875e-05
outlier,0.05,dtw,edr,-0.244651,0.035529,-6.8859,0.0,-0.314288,-0.175014,0.562813,0.807465,0.0
outlier,0.05,dtw,erp,-0.191893,0.035529,-5.401,0.0,-0.261531,-0.122256,0.562813,0.754707,0.0
outlier,0.05,dtw,euclidean,-0.052968,0.035529,-1.4908,0.136007,-0.122605,0.016669,0.562813,0.615781,0.29184063351498635
outlier,0.05,dtw,lcss,-0.101459,0.035529,-2.8556,0.004295,-0.171096,-0.031821,0.562813,0.664272,0.012909589694656488
outlier,0.05,dtw,manhattan,-0.185481,0.035529,-5.2205,0.0,-0.255119,-0.115844,0.562813,0.748295,0.0
outlier,0.05,dtw,minkowski,-0.052968,0.035529,-1.4908,0.136007,-0.122605,0.016669,0.562813,0.615781,0.29184063351498635
outlier,0.05,dtw,msm,-0.214816,0.035529,-6.0462,0.0,-0.284453,-0.145179,0.562813,0.77763,0.0
outlier,0.05,dtw,sbd,-0.07379,0.035529,-2.0769,0.037812,-0.143427,-0.004153,0.562813,0.636603,0.0977896551724138
outlier,0.05,dtw,shape_dtw,-0.033979,0.035529,-0.9564,0.338887,-0.103616,0.035658,0.562813,0.596792,0.594703531701891
outlier,0.05,dtw,twe,-0.210384,0.035529,-5.9214,0.0,-0.280021,-0.140747,0.562813,0.773198,0.0
outlier,0.05,dtw,wddtw,0.107623,0.035529,3.0291,0.002453,0.037985,0.17726,0.562813,0.455191,0.007702440239043824
outlier,0.05,dtw,wdtw,-0.044171,0.035529,-1.2432,0.213782,-0.113808,0.025466,0.562813,0.606985,0.43112247119078106
outlier,0.05,edr,erp,0.052758,0.035529,1.4849,0.137568,-0.01688,0.122395,0.807465,0.754707,0.2947885714285714
outlier,0.05,edr,euclidean,0.191683,0.035529,5.3951,0.0,0.122046,0.261321,0.807465,0.615781,0.0
outlier,0.05,edr,lcss,0.143192,0.035529,4.0303,5.6e-05,0.073555,0.21283,0.807465,0.664272,0.0002498583569405099
outlier,0.05,edr,manhattan,0.05917,0.035529,1.6654,0.095837,-0.010468,0.128807,0.807465,0.748295,0.2159417381974249
outlier,0.05,edr,minkowski,0.191683,0.035529,5.3951,0.0,0.122046,0.261321,0.807465,0.615781,0.0
outlier,0.05,edr,msm,0.029835,0.035529,0.8397,0.40106,-0.039802,0.099472,0.807465,0.77763,0.6452979315628192
outlier,0.05,edr,sbd,0.170861,0.035529,4.809,2e-06,0.101224,0.240498,0.807465,0.636603,1.1580882352941175e-05
outlier,0.05,edr,shape_dtw,0.210672,0.035529,5.9295,0.0,0.141035,0.280309,0.807465,0.596792,0.0
outlier,0.05,edr,twe,0.034267,0.035529,0.9645,0.33481,-0.03537,0.103904,0.807465,0.773198,0.594703531701891
outlier,0.05,edr,wddtw,0.352274,0.035529,9.915,0.0,0.282636,0.421911,0.807465,0.455191,0.0
outlier,0.05,edr,wdtw,0.20048,0.035529,5.6427,0.0,0.130843,0.270117,0.807465,0.606985,0.0
outlier,0.05,erp,euclidean,0.138926,0.035529,3.9102,9.2e-05,0.069288,0.208563,0.754707,0.615781,0.00038743315508021393
outlier,0.05,erp,lcss,0.090435,0.035529,2.5454,0.010916,0.020798,0.160072,0.754707,0.664272,0.030811290322580648
outlier,0.05,erp,manhattan,0.006412,0.035529,0.1805,0.856782,-0.063225,0.076049,0.754707,0.748295,0.9625047432239658
outlier,0.05,erp,minkowski,0.138926,0.035529,3.9102,9.2e-05,0.069288,0.208563,0.754707,0.615781,0.00038743315508021393
outlier,0.05,erp,msm,-0.022923,0.035529,-0.6452,0.518811,-0.09256,0.046715,0.754707,0.77763,0.7449175706472196
outlier,0.05,erp,sbd,0.118103,0.035529,3.3241,0.000887,0.048466,0.187741,0.754707,0.636603,0.0030272727272727274
outlier,0.05,erp,shape_dtw,0.157915,0.035529,4.4446,9e-06,0.088277,0.227552,0.754707,0.596792,4.632352941176471e-05
outlier,0.05,erp,twe,-0.018491,0.035529,-0.5204,0.602759,-0.088128,0.051147,0.754707,0.773198,0.8072665178571429
outlier,0.05,erp,wddtw,0.299516,0.035529,8.4301,0.0,0.229879,0.369153,0.754707,0.455191,0.0
outlier,0.05,erp,wdtw,0.147722,0.035529,4.1578,3.2e-05,0.078085,0.21736,0.754707,0.606985,0.00014524495677233429
outlier,0.05,euclidean,lcss,-0.048491,0.035529,-1.3648,0.172312,-0.118128,0.021147,0.615781,0.664272,0.35709394736842104
outlier,0.05,euclidean,manhattan,-0.132514,0.035529,-3.7297,0.000192,-0.202151,-0.062876,0.615781,0.748295,0.0007503722084367246
outlier,0.05,euclidean,minkowski,0.0,0.035529,0.0,1.0,-0.069637,0.069637,0.615781,0.615781,1.0
outlier,0.05,euclidean,msm,-0.161848,0.035529,-4.5554,5e-06,-0.231486,-0.092211,0.615781,0.77763,2.6969178082191783e-05
outlier,0.05,euclidean,sbd,-0.020822,0.035529,-0.5861,0.557837,-0.090459,0.048815,0.615781,0.636603,0.7720503295254832
outlier,0.05,euclidean,shape_dtw,0.018989,0.035529,0.5345,0.593024,-0.050648,0.088626,0.615781,0.596792,0.7996684931506849
outlier,0.05,euclidean,twe,-0.157416,0.035529,-4.4306,9e-06,-0.227054,-0.087779,0.615781,0.773198,4.632352941176471e-05
outlier,0.05,euclidean,wddtw,0.160591,0.035529,4.52,6e-06,0.090953,0.230228,0.615781,0.455191,3.192567567567568e-05
outlier,0.05,euclidean,wdtw,0.008797,0.035529,0.2476,0.80445,-0.060841,0.078434,0.615781,0.606985,0.9335777757352941
outlier,0.05,lcss,manhattan,-0.084023,0.035529,-2.3649,0.018035,-0.15366,-0.014386,0.664272,0.748295,0.04897435344827586
outlier,0.05,lcss,minkowski,0.048491,0.035529,1.3648,0.172312,-0.021147,0.118128,0.664272,0.615781,0.35709394736842104
outlier,0.05,lcss,msm,-0.113358,0.035529,-3.1905,0.00142,-0.182995,-0.04372,0.664272,0.77763,0.00464968814968815
outlier,0.05,lcss,sbd,0.027669,0.035529,0.7788,0.436123,-0.041969,0.097306,0.664272,0.636603,0.6767425862068965
outlier,0.05,lcss,shape_dtw,0.06748,0.035529,1.8993,0.057529,-0.002158,0.137117,0.664272,0.596792,0.13940203846153848
outlier,0.05,lcss,twe,-0.108926,0.035529,-3.0658,0.002171,-0.178563,-0.039288,0.664272,0.773198,0.006879929577464789
outlier,0.05,lcss,wddtw,0.209081,0.035529,5.8848,0.0,0.139444,0.278719,0.664272,0.455191,0.0
outlier,0.05,lcss,wdtw,0.057288,0.035529,1.6124,0.106874,-0.01235,0.126925,0.664272,0.606985,0.2357514705882353
outlier,0.05,manhattan,minkowski,0.132514,0.035529,3.7297,0.000192,0.062876,0.202151,0.748295,0.615781,0.0007503722084367246
outlier,0.05,manhattan,msm,-0.029335,0.035529,-0.8257,0.409002,-0.098972,0.040303,0.748295,0.77763,0.6539879695431472
outlier,0.05,manhattan,sbd,0.111691,0.035529,3.1437,0.001669,0.042054,0.181329,0.748295,0.636603,0.0053756134969325155
outlier,0.05,manhattan,shape_dtw,0.151503,0.035529,4.2642,2e-05,0.081865,0.22114,0.748295,0.596792,9.574468085106384e-05
outlier,0.05,manhattan,twe,-0.024903,0.035529,-0.7009,0.48336,-0.09454,0.044735,0.748295,0.773198,0.7114878504672897
outlier,0.05,manhattan,wddtw,0.293104,0.035529,8.2497,0.0,0.223467,0.362741,0.748295,0.455191,0.0
outlier,0.05,manhattan,wdtw,0.14131,0.035529,3.9773,7e-05,0.071673,0.210948,0.748295,0.606985,0.00030540166204986145
outlier,0.05,minkowski,msm,-0.161848,0.035529,-4.5554,5e-06,-0.231486,-0.092211,0.615781,0.77763,2.6969178082191783e-05
outlier,0.05,minkowski,sbd,-0.020822,0.035529,-0.5861,0.557837,-0.090459,0.048815,0.615781,0.636603,0.7720503295254832
outlier,0.05,minkowski,shape_dtw,0.018989,0.035529,0.5345,0.593024,-0.050648,0.088626,0.615781,0.596792,0.7996684931506849
outlier,0.05,minkowski,twe,-0.157416,0.035529,-4.4306,9e-06,-0.227054,-0.087779,0.615781,0.773198,4.632352941176471e-05
outlier,0.05,minkowski,wddtw,0.160591,0.035529,4.52,6e-06,0.090953,0.230228,0.615781,0.455191,3.192567567567568e-05
outlier,0.05,minkowski,wdtw,0.008797,0.035529,0.2476,0.80445,-0.060841,0.078434,0.615781,0.606985,0.9335777757352941
outlier,0.05,msm,sbd,0.141026,0.035529,3.9693,7.2e-05,0.071389,0.210663,0.77763,0.636603,0.0003132596685082873
outlier,0.05,msm,shape_dtw,0.180837,0.035529,5.0898,0.0,0.1112,0.250475,0.77763,0.596792,0.0
outlier,0.05,msm,twe,0.004432,0.035529,0.1247,0.900727,-0.065205,0.074069,0.77763,0.773198,0.9756843363136176
outlier,0.05,msm,wddtw,0.322439,0.035529,9.0753,0.0,0.252802,0.392076,0.77763,0.455191,0.0
outlier,0.05,msm,wdtw,0.170645,0.035529,4.803,2e-06,0.101008,0.240282,0.77763,0.606985,1.1580882352941175e-05
outlier,0.05,sbd,shape_dtw,0.039811,0.035529,1.1205,0.262494,-0.029826,0.109448,0.636603,0.596792,0.5060318849449205
outlier,0.05,sbd,twe,-0.136594,0.035529,-3.8446,0.000121,-0.206231,-0.066957,0.636603,0.773198,0.0004911726804123711
outlier,0.05,sbd,wddtw,0.181413,0.035529,5.106,0.0,0.111775,0.25105,0.636603,0.455191,0.0
outlier,0.05,sbd,wdtw,0.029619,0.035529,0.8336,0.404479,-0.040018,0.099256,0.636603,0.606985,0.6481821973550357
outlier,0.05,shape_dtw,twe,-0.176405,0.035529,-4.9651,1e-06,-0.246043,-0.106768,0.596792,0.773198,6.15234375e-06
outlier,0.05,shape_dtw,wddtw,0.141602,0.035529,3.9855,6.7e-05,0.071964,0.211239,0.596792,0.455191,0.00029476256983240225
outlier,0.05,shape_dtw,wdtw,-0.010192,0.035529,-0.2869,0.774214,-0.079829,0.059445,0.596792,0.606985,0.9184432228915663
outlier,0.05,twe,wddtw,0.318007,0.035529,8.9506,0.0,0.24837,0.387644,0.773198,0.455191,0.0
outlier,0.05,twe,wdtw,0.166213,0.035529,4.6782,3e-06,0.096576,0.23585,0.773198,0.606985,1.6875e-05
outlier,0.05,wddtw,wdtw,-0.151794,0.035529,-4.2724,1.9e-05,-0.221431,-0.082156,0.455191,0.606985,9.151376146788991e-05
outlier,0.1,adtw,ddtw,0.151241,0.035529,4.2568,2.1e-05,0.081603,0.220878,0.560922,0.409682,9.992447129909365e-05
outlier,0.1,adtw,dtw,0.020667,0.035529,0.5817,0.560773,-0.04897,0.090304,0.560922,0.540255,0.7726008304195804
outlier,0.1,adtw,edr,-0.223487,0.035529,-6.2902,0.0,-0.293125,-0.15385,0.560922,0.78441,0.0
outlier,0.1,adtw,erp,-0.151878,0.035529,-4.2747,1.9e-05,-0.221515,-0.082241,0.560922,0.7128,9.151376146788991e-05
outlier,0.1,adtw,euclidean,0.022313,0.035529,0.628,0.529984,-0.047324,0.091951,0.560922,0.538609,0.7547240506329115
outlier,0.1,adtw,lcss,-0.09395,0.035529,-2.6443,0.008186,-0.163587,-0.024312,0.560922,0.654872,0.023484426229508196
outlier,0.1,adtw,manhattan,-0.096326,0.035529,-2.7112,0.006705,-0.165963,-0.026688,0.560922,0.657248,0.019510239852398525
outlier,0.1,adtw,minkowski,0.022313,0.035529,0.628,0.529984,-0.047324,0.091951,0.560922,0.538609,0.7547240506329115
outlier,0.1,adtw,msm,-0.156008,0.035529,-4.391,1.1e-05,-0.225646,-0.086371,0.560922,0.716931,5.625e-05
outlier,0.1,adtw,sbd,-0.003351,0.035529,-0.0943,0.924868,-0.072988,0.066287,0.560922,0.564273,0.9839091998649561
outlier,0.1,adtw,shape_dtw,0.011285,0.035529,0.3176,0.750761,-0.058352,0.080923,0.560922,0.549637,0.9067857170245398
outlier,0.1,adtw,twe,-0.140861,0.035529,-3.9647,7.4e-05,-0.210498,-0.071224,0.560922,0.701783,0.00031931506849315063
outlier,0.1,adtw,wddtw,0.148003,0.035529,4.1657,3.1e-05,0.078365,0.21764,0.560922,0.412919,0.0001419331395348837
outlier,0.1,adtw,wdtw,0.010315,0.035529,0.2903,0.771576,-0.059323,0.079952,0.560922,0.550607,0.9184432228915663
outlier,0.1,ddtw,dtw,-0.130573,0.035529,-3.6751,0.000238,-0.200211,-0.060936,0.409682,0.540255,0.0009165036674816627
outlier,0.1,ddtw,edr,-0.374728,0.035529,-10.547,0.0,-0.444365,-0.305091,0.409682,0.78441,0.0
outlier,0.1,ddtw,erp,-0.303118,0.035529,-8.5315,0.0,-0.372756,-0.233481,0.409682,0.7128,0.0
outlier,0.1,ddtw,euclidean,-0.128927,0.035529,-3.6288,0.000285,-0.198564,-0.05929,0.409682,0.538609,0.0010738636363636363
outlier,0.1,ddtw,lcss,-0.24519,0.035529,-6.9011,0.0,-0.314827,-0.175553,0.409682,0.654872,0.0
outlier,0.1,ddtw,manhattan,-0.247566,0.035529,-6.968,0.0,-0.317203,-0.177929,0.409682,0.657248,0.0
outlier,0.1,ddtw,minkowski,-0.128927,0.035529,-3.6288,0.000285,-0.198564,-0.05929,0.409682,0.538609,0.0010738636363636363
outlier,0.1,ddtw,msm,-0.307249,0.035529,-8.6478,0.0,-0.376886,-0.237612,0.409682,0.716931,0.0
outlier,0.1,ddtw,sbd,-0.154591,0.035529,-4.3511,1.4e-05,-0.224228,-0.084954,0.409682,0.564273,7.044728434504793e-05
outlier,0.1,ddtw,shape_dtw,-0.139955,0.035529,-3.9392,8.2e-05,-0.209592,-0.070318,0.409682,0.549637,0.00034905405405405405
outlier,0.1,ddtw,twe,-0.292102,0.035529,-8.2215,0.0,-0.361739,-0.222464,0.409682,0.701783,0.0
outlier,0.1,ddtw,wddtw,-0.003238,0.035529,-0.0911,0.927385,-0.072875,0.066399,0.409682,0.412919,0.9849166385704652
outlier,0.1,ddtw,wdtw,-0.140926,0.035529,-3.9665,7.3e-05,-0.210563,-0.071289,0.409682,0.550607,0.00031673553719008263
outlier,0.1,dtw,edr,-0.244155,0.035529,-6.8719,0.0,-0.313792,-0.174517,0.540255,0.78441,0.0
outlier,0.1,dtw,erp,-0.172545,0.035529,-4.8564,1e-06,-0.242182,-0.102908,0.540255,0.7128,6.15234375e-06
outlier,0.1,dtw,euclidean,0.001646,0.035529,0.0463,0.963041,-0.067991,0.071284,0.540255,0.538609,0.9958967229072031
outlier,0.1,dtw,lcss,-0.114617,0.035529,-3.226,0.001255,-0.184254,-0.044979,0.540255,0.654872,0.004152573529411765
outlier,0.1,dtw,manhattan,-0.116993,0.035529,-3.2929,0.000992,-0.18663,-0.047355,0.540255,0.657248,0.0033527896995708155
outlier,0.1,dtw,minkowski,0.001646,0.035529,0.0463,0.963041,-0.067991,0.071284,0.540255,0.538609,0.9958967229072031
outlier,0.1,dtw,msm,-0.176676,0.035529,-4.9727,1e-06,-0.246313,-0.107038,0.540255,0.716931,6.15234375e-06
outlier,0.1,dtw,sbd,-0.024018,0.035529,-0.676,0.499042,-0.093655,0.04562,0.540255,0.564273,0.7224183363970588
outlier,0.1,dtw,shape_dtw,-0.009382,0.035529,-0.2641,0.791736,-0.079019,0.060256,0.540255,0.549637,0.9257492204899778
outlier,0.1,dtw,twe,-0.161528,0.035529,-4.5463,5e-06,-0.231165,-0.091891,0.540255,0.701783,2.6969178082191783e-05
outlier,0.1,dtw,wddtw,0.127335,0.035529,3.584,0.000338,0.057698,0.196973,0.540255,0.412919,0.0012525882352941175
outlier,0.1,dtw,wdtw,-0.010352,0.035529,-0.2914,0.770762,-0.07999,0.059285,0.540255,0.550607,0.9182678895612708
outlier,0.1,edr,erp,0.07161,0.035529,2.0155,0.043851,0.001972,0.141247,0.78441,0.7128,0.11068161057692308
outlier,0.1,edr,euclidean,0.245801,0.035529,6.9183,0.0,0.176164,0.315438,0.78441,0.538609,0.0
outlier,0.1,edr,lcss,0.129538,0.035529,3.646,0.000266,0.059901,0.199175,0.78441,0.654872,0.001016868932038835
outlier,0.1,edr,manhattan,0.127162,0.035529,3.5791,0.000345,0.057525,0.196799,0.78441,0.657248,0.0012755281690140844
outlier,0.1,edr,minkowski,0.245801,0.035529,6.9183,0.0,0.176164,0.315438,0.78441,0.538609,0.0
outlier,0.1,edr,msm,0.067479,0.035529,1.8993,0.057531,-0.002158,0.137116,0.78441,0.716931,0.13940203846153848
outlier,0.1,edr,sbd,0.220137,0.035529,6.1959,0.0,0.1505,0.289774,0.78441,0.564273,0.0
outlier,0.1,edr,shape_dtw,0.234773,0.035529,6.6079,0.0,0.165136,0.30441,0.78441,0.549637,0.0
outlier,0.1,edr,twe,0.082626,0.035529,2.3256,0.02004,0.012989,0.152264,0.78441,0.701783,0.05423195876288659
outlier,0.1,edr,wddtw,0.37149,0.035529,10.4559,0.0,0.301853,0.441127,0.78441,0.412919,0.0
outlier,0.1,edr,wdtw,0.233802,0.035529,6.5806,0.0,0.164165,0.303439,0.78441,0.550607,0.0
outlier,0.1,erp,euclidean,0.174191,0.035529,4.9028,1e-06,0.104554,0.243829,0.7128,0.538609,6.15234375e-06
outlier,0.1,erp,lcss,0.057928,0.035529,1.6304,0.103009,-0.011709,0.127565,0.7128,0.654872,0.2282223665730337
outlier,0.1,erp,manhattan,0.055552,0.035529,1.5636,0.11792,-0.014085,0.125189,0.7128,0.657248,0.25795
outlier,0.1,erp,minkowski,0.174191,0.035529,4.9028,1e-06,0.104554,0.243829,0.7128,0.538609,6.15234375e-06
outlier,0.1,erp,msm,-0.004131,0.035529,-0.1163,0.907445,-0.073768,0.065507,0.7128,0.716931,0.9795837067209776
outlier,0.1,erp,sbd,0.148527,0.035529,4.1804,2.9e-05,0.07889,0.218165,0.7128,0.564273,0.00013316326530612245
outlier,0.1,erp,shape_dtw,0.163163,0.035529,4.5924,4e-06,0.093526,0.2328,0.7128,0.549637,2.202797202797203e-05
outlier,0.1,erp,twe,0.011017,0.035529,0.3101,0.756504,-0.058621,0.080654,0.7128,0.701783,0.9081507621951219
outlier,0.1,erp,wddtw,0.29988,0.035529,8.4404,0.0,0.230243,0.369518,0.7128,0.412919,0.0
outlier,0.1,erp,wdtw,0.162192,0.035529,4.565,5e-06,0.092555,0.23183,0.7128,0.550607,2.6969178082191783e-05
outlier,0.1,euclidean,lcss,-0.116263,0.035529,-3.2723,0.001067,-0.1859,-0.046626,0.538609,0.654872,0.003575585106382979
outlier,0.1,euclidean,manhattan,-0.118639,0.035529,-3.3392,0.00084,-0.188276,-0.049002,0.538609,0.657248,0.002876086956521739
outlier,0.1,euclidean,minkowski,-0.0,0.035529,-0.0,1.0,-0.069637,0.069637,0.538609,0.538609,1.0
outlier,0.1,euclidean,msm,-0.178322,0.035529,-5.019,1e-06,-0.247959,-0.108685,0.538609,0.716931,6.15234375e-06
outlier,0.1,euclidean,sbd,-0.025664,0.035529,-0.7223,0.470088,-0.095301,0.043973,0.538609,0.564273,0.7017901421800948
outlier,0.1,euclidean,shape_dtw,-0.011028,0.035529,-0.3104,0.75626,-0.080665,0.058609,0.538609,0.549637,0.9081507621951219
outlier,0.1,euclidean,twe,-0.163175,0.035529,-4.5927,4e-06,-0.232812,-0.093537,0.538609,0.701783,2.202797202797203e-05
outlier,0.1,euclidean,wddtw,0.125689,0.035529,3.5376,0.000404,0.056052,0.195326,0.538609,0.412919,0.0014832167832167832
outlier,0.1,euclidean,wdtw,-0.011999,0.035529,-0.3377,0.735577,-0.081636,0.057638,0.538609,0.550607,0.897392544539117
outlier,0.1,lcss,manhattan,-0.002376,0.035529,-0.0669,0.946682,-0.072013,0.067261,0.654872,0.657248,0.9904492534837425
outlier,0.1,lcss,minkowski,0.116263,0.035529,3.2723,0.001067,0.046626,0.1859,0.654872,0.538609,0.003575585106382979
outlier,0.1,lcss,msm,-0.062059,0.035529,-1.7467,0.080689,-0.131696,0.007578,0.654872,0.716931,0.18552580291970802
outlier,0.1,lcss,sbd,0.090599,0.035529,2.55,0.010773,0.020962,0.160236,0.654872,0.564273,0.030462253141831236
outlier,0.1,lcss,shape_dtw,0.105235,0.035529,2.9619,0.003057,0.035598,0.174872,0.654872,0.549637,0.009422260273972603
outlier,0.1,lcss,twe,-0.046912,0.035529,-1.3204,0.186713,-0.116549,0.022726,0.654872,0.701783,0.38290751953124996
outlier,0.1,lcss,wddtw,0.241952,0.035529,6.81,0.0,0.172315,0.311589,0.654872,0.412919,0.0
outlier,0.1,lcss,wdtw,0.104264,0.035529,2.9346,0.00334,0.034627,0.173902,0.654872,0.550607,0.01017504835589942
outlier,0.1,manhattan,minkowski,0.118639,0.035529,3.3392,0.00084,0.049002,0.188276,0.657248,0.538609,0.002876086956521739
outlier,0.1,manhattan,msm,-0.059683,0.035529,-1.6798,0.092991,-0.12932,0.009954,0.657248,0.716931,0.21103865273775216
outlier,0.1,manhattan,sbd,0.092975,0.035529,2.6169,0.008874,0.023338,0.162612,0.657248,0.564273,0.02531983695652174
outlier,0.1,manhattan,shape_dtw,0.107611,0.035529,3.0288,0.002455,0.037974,0.177248,0.657248,0.549637,0.007702440239043824
outlier,0.1,manhattan,twe,-0.044536,0.035529,-1.2535,0.210028,-0.114173,0.025102,0.657248,0.701783,0.4257324324324324
outlier,0.1,manhattan,wddtw,0.244328,0.035529,6.8768,0.0,0.174691,0.313965,0.657248,0.412919,0.0
outlier,0.1,manhattan,wdtw,0.10664,0.035529,3.0015,0.002687,0.037003,0.176278,0.657248,0.550607,0.008363685770750988
outlier,0.1,minkowski,msm,-0.178322,0.035529,-5.019,1e-06,-0.247959,-0.108685,0.538609,0.716931,6.15234375e-06
outlier,0.1,minkowski,sbd,-0.025664,0.035529,-0.7223,0.470088,-0.095301,0.043973,0.538609,0.564273,0.7017901421800948
outlier,0.1,minkowski,shape_dtw,-0.011028,0.035529,-0.3104,0.75626,-0.080665,0.058609,0.538609,0.549637,0.9081507621951219
outlier,0.1,minkowski,twe,-0.163175,0.035529,-4.5927,4e-06,-0.232812,-0.093537,0.538609,0.701783,2.202797202797203e-05
outlier,0.1,minkowski,wddtw,0.125689,0.035529,3.5376,0.000404,0.056052,0.195326,0.538609,0.412919,0.0014832167832167832
outlier,0.1,minkowski,wdtw,-0.011999,0.035529,-0.3377,0.735577,-0.081636,0.057638,0.538609,0.550607,0.897392544539117
outlier,0.1,msm,sbd,0.152658,0.035529,4.2967,1.7e-05,0.083021,0.222295,0.716931,0.564273,8.341121495327104e-05
outlier,0.1,msm,shape_dtw,0.167294,0.035529,4.7086,2e-06,0.097657,0.236931,0.716931,0.549637,1.1580882352941175e-05
outlier,0.1,msm,twe,0.015147,0.035529,0.4263,0.669863,-0.05449,0.084785,0.716931,0.701783,0.8549710089141005
outlier,0.1,msm,wddtw,0.304011,0.035529,8.5567,0.0,0.234374,0.373648,0.716931,0.412919,0.0
outlier,0.1,msm,wdtw,0.166323,0.035529,4.6813,3e-06,0.096686,0.23596,0.716931,0.550607,1.6875e-05
outlier,0.1,sbd,shape_dtw,0.014636,0.035529,0.4119,0.680383,-0.055001,0.084273,0.564273,0.549637,0.8634997784045124
outlier,0.1,sbd,twe,-0.137511,0.035529,-3.8704,0.000109,-0.207148,-0.067873,0.564273,0.701783,0.0004482375979112272
outlier,0.1,sbd,wddtw,0.151353,0.035529,4.26,2e-05,0.081716,0.22099,0.564273,0.412919,9.574468085106384e-05
outlier,0.1,sbd,wdtw,0.013665,0.035529,0.3846,0.70052,-0.055972,0.083302,0.564273,0.550607,0.8745386867088608
outlier,0.1,shape_dtw,twe,-0.152146,0.035529,-4.2823,1.8e-05,-0.221784,-0.082509,0.549637,0.701783,8.777089783281734e-05
outlier,0.1,shape_dtw,wddtw,0.136717,0.035529,3.848,0.000119,0.06708,0.206355,0.549637,0.412919,0.00048555699481865285
outlier,0.1,shape_dtw,wdtw,-0.000971,0.035529,-0.0273,0.978204,-0.070608,0.068667,0.549637,0.550607,0.9978441062176165
outlier,0.1,twe,wddtw,0.288864,0.035529,8.1303,0.0,0.219226,0.358501,0.701783,0.412919,0.0
outlier,0.1,twe,wdtw,0.151176,0.035529,4.255,2.1e-05,0.081538,0.220813,0.701783,0.550607,9.992447129909365e-05
outlier,0.1,wddtw,wdtw,-0.137688,0.035529,-3.8753,0.000106,-0.207325,-0.068051,0.412919,0.550607,0.00043704188481675393
outlier,0.2,adtw,ddtw,0.106753,0.035529,3.0046,0.002659,0.037115,0.17639,0.502386,0.395633,0.00832589463220676
outlier,0.2,adtw,dtw,0.00691,0.035529,0.1945,0.845801,-0.062728,0.076547,0.502386,0.495476,0.9540959914101647
outlier,0.2,adtw,edr,-0.213882,0.035529,-6.0199,0.0,-0.283519,-0.144244,0.502386,0.716267,0.0
outlier,0.2,adtw,erp,-0.131022,0.035529,-3.6877,0.000226,-0.200659,-0.061385,0.502386,0.633407,0.0008767241379310345
outlier,0.2,adtw,euclidean,0.037466,0.035529,1.0545,0.29165,-0.032171,0.107103,0.502386,0.46492,0.5448976868327402
outlier,0.2,adtw,lcss,-0.113244,0.035529,-3.1874,0.001436,-0.182882,-0.043607,0.502386,0.61563,0.004682608695652174
outlier,0.2,adtw,manhattan,-0.020983,0.035529,-0.5906,0.554806,-0.09062,0.048655,0.502386,0.523368,0.7702623459507043
outlier,0.2,adtw,minkowski,0.037466,0.035529,1.0545,0.29165,-0.032171,0.107103,0.502386,0.46492,0.5448976868327402
outlier,0.2,adtw,msm,-0.133148,0.035529,-3.7476,0.000179,-0.202785,-0.06351,0.502386,0.635533,0.0007083542713567838
outlier,0.2,adtw,sbd,0.007519,0.035529,0.2116,0.832393,-0.062118,0.077156,0.502386,0.494866,0.9486389109985528
outlier,0.2,adtw,shape_dtw,0.019352,0.035529,0.5447,0.585974,-0.050285,0.088989,0.502386,0.483033,0.7928771907216494
outlier,0.2,adtw,twe,-0.129158,0.035529,-3.6353,0.000278,-0.198795,-0.05952,0.502386,0.631543,0.001057608695652174
outlier,0.2,adtw,wddtw,0.109717,0.035529,3.0881,0.002015,0.040079,0.179354,0.502386,0.392669,0.006411363636363636
outlier,0.2,adtw,wdtw,-0.004172,0.035529,-0.1174,0.906525,-0.073809,0.065465,0.502386,0.506557,0.9795837067209776
outlier,0.2,ddtw,dtw,-0.099843,0.035529,-2.8102,0.004952,-0.16948,-0.030206,0.395633,0.495476,0.014715849056603772
outlier,0.2,ddtw,edr,-0.320634,0.035529,-9.0245,0.0,-0.390272,-0.250997,0.395633,0.716267,0.0
outlier,0.2,ddtw,erp,-0.237774,0.035529,-6.6924,0.0,-0.307412,-0.168137,0.395633,0.633407,0.0
outlier,0.2,ddtw,euclidean,-0.069287,0.035529,-1.9501,0.05116,-0.138924,0.00035,0.395633,0.46492,0.12570514820592824
outlier,0.2,ddtw,lcss,-0.219997,0.035529,-6.192,0.0,-0.289634,-0.15036,0.395633,0.61563,0.0
outlier,0.2,ddtw,manhattan,-0.127735,0.035529,-3.5952,0.000324,-0.197373,-0.058098,0.395633,0.523368,0.0012092417061611376
outlier,0.2,ddtw,minkowski,-0.069287,0.035529,-1.9501,0.05116,-0.138924,0.00035,0.395633,0.46492,0.12570514820592824
